Abundance_Controls,frac_aa_A,frac_aa_F,frac_aa_H,frac_aa_K,frac_aa_N,molecular_weight,gravy,fraction_exposed,fraction_exposed_nonpolar_exposed,rsa_std,fraction_exposed_exposed_C,fraction_exposed_exposed_E,fraction_exposed_exposed_Y,nsp_secondary_structure_coil,nsp_secondary_structure_sheet,nsp_secondary_structure_helix,Zeta Potential,Dtem,Dh_functionalized,NP_incubation Concentration (mg/mL),Incubation Concentration (mg/ml),Abundance,NPUNID,Entry
0.31324465294298,0.0480295566502463,0.02463054187192118,0.02463054187192118,0.06403940886699508,0.05172413793103448,91215.14390000046,-0.7189655172413791,0.64,0.3730769230769231,0.241,0.01153846153846154,0.1019230769230769,0.01923076923076923,0.659,0.265,0.076,12,244,291,5.0,40,0.0750325345518876,32,P06868
0.435971436460038,0.103448275862069,0.06896551724137931,0.03448275862068965,0.07586206896551724,0.02758620689655172,15859.02499999999,0.0517241379310345,0.531,0.2857142857142857,0.253,0.01298701298701299,0.1168831168831169,0.0,0.221,0.0,0.779,-7,200,266,2.4,40,6.007198581757391,35,P02081
3.97818750745931e-05,0.0703883495145631,0.03883495145631068,0.02427184466019417,0.07766990291262135,0.0412621359223301,46416.6453,-0.3407766990291266,0.437,0.2777777777777778,0.218,0.0,0.15,0.03333333333333333,0.345,0.189,0.466,-7,200,266,2.4,40,0.0051320823690742,34,P14568
3.97818750745931e-05,0.06140350877192982,0.04385964912280702,0.03289473684210526,0.04166666666666666,0.04166666666666666,50120.13450000001,0.0548245614035087,0.526,0.3791666666666667,0.232,0.02083333333333333,0.06666666666666667,0.0125,0.596,0.239,0.164,-42,82,151,5.0,40,0.0137082644086795,28,Q5E9H0
0.343097528502255,0.06451612903225806,0.05376344086021505,0.01290322580645161,0.06881720430107527,0.05376344086021505,52346.5425000001,-0.1991397849462368,0.585,0.3088235294117647,0.252,0.02573529411764706,0.1176470588235294,0.01470588235294118,0.492,0.267,0.241,-7,200,266,2.4,40,0.8211060318812919,35,P41361
0.000664434817410414,0.09145931405514458,0.0168123739071957,0.00605245460659045,0.04572965702757229,0.02151983860121049,141826.8318000008,-0.8098856758574333,0.873,0.6479198767334361,0.205,0.004622496147919877,0.05855161787365177,0.002311248073959939,0.915,0.067,0.017,29,82,288,5.0,40,0.0023124454456171,29,P02459
0.0211424450467587,0.04846526655896607,0.03554119547657512,0.05169628432956382,0.07592891760904685,0.0420032310177706,68709.20260000016,-0.6087237479806135,0.813,0.3697813121272366,0.212,0.005964214711729622,0.06958250497017893,0.01988071570576541,0.703,0.221,0.076,-49,182,218,5.0,40,0.0533755281874997,26,P01045
0.0092576775550671,0.05345911949685535,0.04874213836477988,0.02672955974842767,0.06289308176100629,0.03144654088050314,70993.29390000027,-0.2878930817610066,0.569,0.3259668508287293,0.232,0.005524861878453038,0.08287292817679558,0.02486187845303867,0.586,0.302,0.112,-11,244,316,5.0,4,0.6329116020431054,30,Q2KJ63
3.97818750745931e-05,0.08232711306256861,0.03293084522502744,0.03402854006586169,0.06256860592755215,0.05049396267837541,104926.8419000007,-0.6421514818880347,0.599,0.2600732600732601,0.236,0.003663003663003663,0.1336996336996337,0.02014652014652015,0.303,0.01,0.687,29,82,226,5.0,4,0.0025103803116236,21,A5D7D1
3.97818750745931e-05,0.03783783783783784,0.05135135135135135,0.02702702702702703,0.0918918918918919,0.07837837837837838,42118.58670000002,-0.2256756756756759,0.589,0.3486238532110092,0.252,0.009174311926605505,0.06880733944954129,0.03211009174311927,0.808,0.138,0.054,-12,98,271,5.0,40,0.0916996520722067,25,Q3ZBN5
0.000279897907940283,0.04040404040404041,0.04040404040404041,0.01515151515151515,0.04040404040404041,0.06565656565656566,22744.2238,-0.5878787878787879,0.611,0.3471074380165289,0.223,0.0,0.09090909090909091,0.03305785123966942,0.581,0.389,0.03,-49,182,218,5.0,40,0.0775629350607216,26,P12260
3.97818750745931e-05,0.0718232044198895,0.03314917127071823,0.05524861878453038,0.05524861878453038,0.05524861878453038,21051.31590000001,-0.7337016574585644,0.569,0.2233009708737864,0.242,0.01941747572815534,0.116504854368932,0.02912621359223301,0.337,0.0,0.663,29,82,288,5.0,40,0.0013698078542895,29,O46414
0.0186131204946751,0.03141361256544502,0.03664921465968586,0.03664921465968586,0.05759162303664921,0.01570680628272251,20645.73930000001,-0.2151832460732984,0.707,0.4888888888888889,0.253,0.02222222222222222,0.06666666666666667,0.0,0.681,0.319,0.0,-12,98,271,5.0,4,0.010569923703532,24,Q2KIT0
0.0178769641842136,0.1075949367088608,0.01265822784810127,0.01265822784810127,0.04430379746835443,0.01265822784810127,35979.43230000007,-0.6579113924050634,0.937,0.4425675675675675,0.153,0.003378378378378379,0.125,0.01351351351351351,0.206,0.0,0.794,-63,200,221,4.0,40,1.997849350609219,18,Q03247
3.97818750745931e-05,0.04332129963898917,0.02527075812274368,0.04332129963898917,0.07581227436823104,0.05776173285198556,30969.10880000005,-1.07581227436823,1.0,0.3176895306859206,0.117,0.01805054151624549,0.09747292418772563,0.003610108303249098,0.993,0.007,0.0,29,82,288,5.0,40,0.0005598346502557,29,P31098
3.97818750745931e-05,0.07317073170731707,0.04390243902439024,0.00975609756097561,0.05853658536585366,0.02926829268292683,22992.7255,0.01951219512195127,0.473,0.3092783505154639,0.224,0.0,0.09278350515463918,0.04123711340206185,0.332,0.346,0.322,12,244,291,5.0,40,0.0033784849081852,32,P33672
0.123046694446659,0.0656,0.0352,0.0192,0.0496,0.0368,70504.74120000022,-0.5825599999999985,0.674,0.3729216152019003,0.225,0.009501187648456057,0.1235154394299287,0.02612826603325416,0.717,0.166,0.117,-12,98,271,5.0,40,1.016222226109704,25,P00735
3.97818750745931e-05,0.09592326139088729,0.03597122302158273,0.01199040767386091,0.1031175059952038,0.04556354916067146,44537.10260000005,-0.07625899280575539,0.458,0.3298429319371728,0.248,0.0,0.09947643979057591,0.01570680628272251,0.453,0.158,0.388,-63,200,221,4.0,4,0.0053394924589964,17,Q3T0P6
0.0926176580800145,0.06623931623931624,0.05555555555555555,0.02564102564102564,0.04914529914529914,0.02991452991452992,51722.63900000011,-0.07158119658119658,0.607,0.3767605633802817,0.253,0.007042253521126761,0.07042253521126761,0.00352112676056338,0.513,0.246,0.241,-63,200,221,4.0,4,0.1709172016140187,17,P50448
0.000136065762269546,0.0496,0.0464,0.04,0.056,0.04,69870.93280000023,-0.2678400000000004,0.56,0.32,0.23,0.008571428571428572,0.08857142857142856,0.01428571428571429,0.589,0.312,0.099,-63,200,221,4.0,4,0.1237330391612096,17,Q5NTB3
0.00283929633618224,0.0472972972972973,0.03828828828828829,0.02477477477477477,0.06756756756756757,0.06081081081081081,50243.48500000004,-0.5668918918918924,0.716,0.3584905660377358,0.219,0.01886792452830189,0.07232704402515723,0.04088050314465409,0.601,0.133,0.266,-11,244,316,5.0,4,0.0102640373983829,30,P12799
0.0642788147923911,0.04166666666666666,0.04166666666666666,0.03333333333333333,0.05416666666666667,0.05416666666666667,26132.90710000002,-0.4683333333333338,0.758,0.4725274725274725,0.248,0.005494505494505495,0.07142857142857142,0.04945054945054945,0.721,0.279,0.0,12,244,291,5.0,40,6.820618740789988,32,Q3Y5Z3
3.97818750745931e-05,0.06616541353383458,0.03909774436090226,0.02406015037593985,0.05263157894736842,0.02105263157894737,75781.66400000031,-0.3903759398496237,0.642,0.3653395784543326,0.234,0.0,0.107728337236534,0.01405152224824356,0.568,0.192,0.239,-3,244,609,5.0,40,0.05780208955059,31,Q32LP0
3.97818750745931e-05,0.06641285956006768,0.03426395939086294,0.0143824027072758,0.01565143824027073,0.01184433164128596,246359.1051999991,-0.3422165820642977,0.79,0.4710920770877944,0.193,0.001070663811563169,0.1370449678800857,0.01017130620985011,0.83,0.102,0.067,29,82,288,5.0,40,0.1048922278598959,29,P13608
3.97818750745931e-05,0.05960264900662252,0.02649006622516556,0.02649006622516556,0.09271523178807947,0.04635761589403974,16319.8118,-0.1278145695364237,0.57,0.4186046511627907,0.237,0.01162790697674419,0.03488372093023256,0.0,0.669,0.272,0.06,-42,82,151,5.0,40,0.0242999096376756,28,O62644
0.0162922245099207,0.04277643260694108,0.02058111380145278,0.01937046004842615,0.03188054882970137,0.04156577885391444,272150.3713999994,-0.4964487489911238,0.661,0.3492063492063492,0.23,0.0006105006105006105,0.08791208791208792,0.01953601953601954,0.566,0.429,0.005,-11,244,316,5.0,4,0.0990048828140963,30,P07589
0.00170920024458951,0.1013513513513514,0.04054054054054054,0.01351351351351351,0.0472972972972973,0.05405405405405406,16264.68179999999,0.01283783783783767,0.791,0.4871794871794872,0.256,0.008547008547008548,0.05128205128205128,0.0170940170940171,0.554,0.338,0.108,-42,82,149,5.0,4,0.0057921209052492,19,P01035
3.97818750745931e-05,0.07883817427385892,0.02489626556016597,0.02904564315352697,0.03319502074688797,0.01244813278008299,27493.53910000001,-1.421161825726141,1.0,0.3526970954356847,0.113,0.01659751037344398,0.1576763485477178,0.01244813278008299,0.838,0.0,0.162,-42,82,151,5.0,40,0.0015204474229447,28,O18979
3.97818750745931e-05,0.08492201039861352,0.03292894280762565,0.01559792027729636,0.1057192374350087,0.03812824956672443,67974.38060000024,-0.9743500866551114,0.75,0.2933025404157044,0.211,0.0,0.1801385681293303,0.0115473441108545,0.402,0.111,0.487,-42,82,149,5.0,4,0.0387997842691376,19,Q2HJ49
0.596246802230273,0.07423580786026202,0.04366812227074236,0.02074235807860262,0.05349344978165939,0.02947598253275109,101511.7029000006,-0.2329694323144104,0.626,0.3647469458987784,0.224,0.0,0.09424083769633508,0.008726003490401396,0.525,0.319,0.156,-3,244,609,5.0,40,0.160040531296236,31,Q3T052
3.97818750745931e-05,0.04245283018867924,0.07075471698113207,0.02358490566037736,0.07547169811320754,0.02358490566037736,22810.9802,0.02830188679245291,0.618,0.4885496183206107,0.279,0.007633587786259542,0.03816793893129771,0.02290076335877863,0.642,0.25,0.108,-12,98,271,5.0,4,0.0042685884567523,24,Q08E11
3.97818750745931e-05,0.0627062706270627,0.03795379537953796,0.0396039603960396,0.06765676567656766,0.0429042904290429,66256.79540000008,-0.2471947194719472,0.441,0.3333333333333333,0.233,0.003745318352059925,0.08614232209737828,0.01872659176029963,0.469,0.531,0.0,39,182,282,5.0,4,0.0025313183956534,22,Q2KJH4
3.97818750745931e-05,0.1116279069767442,0.01395348837209302,0.0,0.07441860465116279,0.03720930232558139,23369.5966,-0.6553488372093029,0.809,0.3045977011494253,0.236,0.0,0.1609195402298851,0.005747126436781609,0.651,0.116,0.233,-11,182,316,5.0,40,0.001107495024626,23,Q5E9A1
0.00521067904751495,0.06122448979591837,0.02806122448979592,0.02551020408163265,0.03061224489795918,0.01785714285714286,42786.56670000002,-0.6841836734693875,0.982,0.4675324675324675,0.132,0.02597402597402598,0.05714285714285714,0.007792207792207792,0.964,0.0,0.036,-11,182,316,5.0,40,0.0035673657081722,23,Q29RM2
1.01916394421857,0.05426356589147287,0.03875968992248062,0.0103359173126615,0.05426356589147287,0.04651162790697674,42662.82150000007,-0.3759689922480622,0.804,0.4244372990353698,0.215,0.01607717041800643,0.08038585209003216,0.02572347266881029,0.656,0.248,0.096,-7,200,266,2.4,40,0.0576429852595207,35,Q58D62
3.97818750745931e-05,0.06616541353383458,0.03909774436090226,0.02406015037593985,0.05263157894736842,0.02105263157894737,75781.66400000031,-0.3903759398496237,0.642,0.3653395784543326,0.234,0.0,0.107728337236534,0.01405152224824356,0.568,0.192,0.239,-12,98,271,5.0,40,0.106619770797802,25,Q32LP0
0.00413334619983614,0.04,0.06,0.1,0.08,0.04,5983.862299999999,-0.568,1.0,0.52,0.126,0.0,0.1,0.06,0.82,0.04,0.14,-63,200,221,4.0,4,0.0093763769917521,17,P56651
0.0576825952466804,0.07650273224043716,0.06557377049180328,0.01639344262295082,0.06010928961748634,0.04918032786885246,21068.4104,-0.5469945355191259,0.617,0.2831858407079646,0.231,0.03539823008849557,0.09734513274336283,0.008849557522123894,0.47,0.393,0.137,39,182,282,5.0,40,0.0348618991076991,27,P18902
3.97818750745931e-05,0.05110497237569061,0.03591160220994475,0.01795580110497237,0.1035911602209945,0.03729281767955801,83252.18420000031,-0.6785911602209932,0.593,0.2331002331002331,0.244,0.0,0.2121212121212121,0.009324009324009324,0.456,0.186,0.358,-63,200,221,4.0,4,0.0011178699100717,17,Q76LV1
3.97818750745931e-05,0.04332129963898917,0.02527075812274368,0.04332129963898917,0.07581227436823104,0.05776173285198556,30969.10880000005,-1.07581227436823,1.0,0.3176895306859206,0.117,0.01805054151624549,0.09747292418772563,0.003610108303249098,0.993,0.007,0.0,12,98,229,5.0,40,0.0077793658963366,33,P31098
0.00493105693774987,0.05098855359001041,0.03850156087408949,0.0145681581685744,0.03329864724245578,0.06139438085327784,105973.3503000006,-0.5217481789802282,0.605,0.4113597246127367,0.222,0.01721170395869191,0.05335628227194492,0.01032702237521515,0.678,0.242,0.079,-63,200,221,4.0,40,0.0201707611122758,18,Q3SWW8
3.97818750745931e-05,0.0851063829787234,0.05319148936170213,0.02127659574468085,0.09574468085106383,0.05319148936170213,10517.6409,-0.379787234042553,0.617,0.293103448275862,0.263,0.0,0.1896551724137931,0.01724137931034483,0.34,0.043,0.617,-12,98,271,5.0,40,0.0018892430393417,25,P02639
3.97818750745931e-05,0.1197183098591549,0.00352112676056338,0.00352112676056338,0.1373239436619718,0.02464788732394366,32836.33270000004,-1.115492957746478,1.0,0.3450704225352113,0.07,0.007042253521126761,0.2077464788732394,0.02112676056338028,0.007,0.0,0.993,29,82,288,5.0,40,0.0330699858584198,29,Q5KR48
3.97818750745931e-05,0.09829059829059829,0.03418803418803419,0.0170940170940171,0.05982905982905983,0.02991452991452992,25898.26620000002,-0.1863247863247864,0.564,0.3333333333333333,0.234,0.0,0.1212121212121212,0.06060606060606061,0.363,0.278,0.359,12,244,291,5.0,40,0.0151462162994782,32,Q3T0Y5
12.1255434221963,0.08413461538461539,0.05528846153846154,0.04326923076923077,0.07692307692307693,0.05528846153846154,46103.41850000003,-0.0562500000000001,0.558,0.2887931034482759,0.257,0.01293103448275862,0.1077586206896552,0.008620689655172414,0.457,0.286,0.257,-7,200,266,2.4,40,4.08362271628724,34,P34955
3.97818750745931e-05,0.06641285956006768,0.03426395939086294,0.0143824027072758,0.01565143824027073,0.01184433164128596,246359.1051999991,-0.3422165820642977,0.79,0.4710920770877944,0.193,0.001070663811563169,0.1370449678800857,0.01017130620985011,0.83,0.102,0.067,12,244,291,5.0,40,0.0754303403295092,32,P13608
12.1255434221963,0.08413461538461539,0.05528846153846154,0.04326923076923077,0.07692307692307693,0.05528846153846154,46103.41850000003,-0.0562500000000001,0.558,0.2887931034482759,0.257,0.01293103448275862,0.1077586206896552,0.008620689655172414,0.457,0.286,0.257,-11,244,316,5.0,4,4.964375265000819,30,P34955
0.0517938448290048,0.0583941605839416,0.06326034063260341,0.0170316301703163,0.0705596107055961,0.0535279805352798,46016.66330000004,-0.02262773722627744,0.56,0.3130434782608696,0.258,0.02173913043478261,0.1,0.01304347826086956,0.436,0.29,0.275,-12,98,271,5.0,4,0.0051939982309353,24,Q9TT36
3.97818750745931e-05,0.08829568788501027,0.02258726899383984,0.01642710472279261,0.0595482546201232,0.03696098562628337,51906.13310000004,-0.1550308008213552,0.643,0.4249201277955272,0.257,0.01916932907348243,0.08945686900958466,0.01277955271565495,0.604,0.257,0.14,-63,200,221,4.0,4,0.0005733014547612,17,F1N152
3.97818750745931e-05,0.05217391304347826,0.01739130434782609,0.004347826086956522,0.1391304347826087,0.04782608695652174,26331.73350000002,-0.7978260869565221,0.822,0.2962962962962963,0.206,0.005291005291005291,0.126984126984127,0.02116402116402116,0.735,0.217,0.048,-49,182,218,5.0,40,0.0093920291069924,26,Q3T168
3.97818750745931e-05,0.05613305613305614,0.06029106029106029,0.02286902286902287,0.04781704781704782,0.0498960498960499,53697.39460000004,0.0819126819126819,0.607,0.3527397260273973,0.231,0.003424657534246575,0.07534246575342465,0.01027397260273973,0.339,0.428,0.233,-12,98,271,5.0,40,0.0039265004085848,25,Q2TBI0
3.97818750745931e-05,0.09887005649717515,0.03954802259887006,0.01412429378531073,0.07768361581920905,0.04096045197740113,78055.51820000044,-0.2892655367231637,0.51,0.3157894736842105,0.243,0.01385041551246537,0.09141274238227147,0.00554016620498615,0.497,0.165,0.338,-63,200,221,4.0,40,0.0025661457724471,18,P24627
1.1402473564159,0.0891089108910891,0.04950495049504951,0.02475247524752475,0.08415841584158416,0.0396039603960396,23182.16680000001,-0.3960396039603962,0.649,0.3129770992366412,0.225,0.02290076335877863,0.1374045801526718,0.02290076335877863,0.475,0.366,0.158,-7,200,266,2.4,40,0.0253509976516031,35,Q3SZR3
0.000317961108715391,0.09077598828696926,0.02342606149341142,0.02635431918008785,0.04978038067349927,0.06002928257686677,74406.70790000024,-0.08213762811127391,0.644,0.3840909090909091,0.238,0.00909090909090909,0.09090909090909091,0.025,0.518,0.223,0.259,-3,244,609,5.0,40,0.0093545339490008,31,P55906
0.000279897907940283,0.04040404040404041,0.04040404040404041,0.01515151515151515,0.04040404040404041,0.06565656565656566,22744.2238,-0.5878787878787879,0.611,0.3471074380165289,0.223,0.0,0.09090909090909091,0.03305785123966942,0.581,0.389,0.03,-7,200,266,2.4,40,0.029483819004348,34,P12260
0.00846517655191209,0.09322033898305085,0.05932203389830509,0.01483050847457627,0.05296610169491525,0.07627118644067797,52128.70890000001,-0.2936440677966103,0.508,0.3666666666666666,0.263,0.008333333333333333,0.0625,0.04166666666666666,0.506,0.189,0.305,-49,182,218,5.0,40,0.003179323224784,26,Q95M17
3.97818750745931e-05,0.08536585365853659,0.03048780487804878,0.05182926829268292,0.0274390243902439,0.03048780487804878,37567.67050000004,-0.8993902439024376,0.716,0.3659574468085106,0.213,0.0,0.1106382978723404,0.01702127659574468,0.527,0.018,0.454,-11,244,316,5.0,4,0.0072809425892459,30,Q2KJ39
3.97818750745931e-05,0.2882882882882883,0.01801801801801802,0.003003003003003003,0.08108108108108109,0.01801801801801802,31664.39010000001,-0.7081081081081072,1.0,0.5645645645645646,0.058,0.009009009009009009,0.1621621621621622,0.0,1.0,0.0,0.0,-49,182,229,5.0,4,0.0005413583223689,20,P12624
3.97818750745931e-05,0.04807692307692308,0.04807692307692308,0.0,0.0673076923076923,0.03365384615384615,23461.4171,-0.3846153846153846,0.591,0.2682926829268293,0.28,0.01626016260162602,0.1056910569105691,0.03252032520325204,0.5,0.197,0.303,-7,200,266,2.4,40,0.0035038349559601,34,A6QR46
3.97818750745931e-05,0.0783132530120482,0.03012048192771084,0.006024096385542169,0.1506024096385542,0.01807228915662651,18518.3485,-0.3391566265060241,0.62,0.3009708737864077,0.24,0.01941747572815534,0.1359223300970874,0.009708737864077669,0.416,0.283,0.301,-11,244,316,5.0,4,0.0092823302794327,30,Q5E9F7
0.0211424450467587,0.04846526655896607,0.03554119547657512,0.05169628432956382,0.07592891760904685,0.0420032310177706,68709.20260000016,-0.6087237479806135,0.813,0.3697813121272366,0.212,0.005964214711729622,0.06958250497017893,0.01988071570576541,0.703,0.221,0.076,-11,244,316,5.0,4,0.0265229001331576,30,P01045
0.0837674772345288,0.06456953642384106,0.05960264900662252,0.01821192052980132,0.08443708609271523,0.05298013245033113,69561.14970000021,-0.3930463576158932,0.563,0.2823529411764706,0.213,0.0,0.1588235294117647,0.01176470588235294,0.326,0.0,0.674,-63,200,221,4.0,40,0.0017408774331595,18,G3MYZ3
3.97818750745931e-05,0.08053691275167785,0.04250559284116331,0.02460850111856823,0.02237136465324385,0.02460850111856823,48960.2011000001,-0.2089485458612981,0.629,0.4661921708185053,0.239,0.0,0.08540925266903915,0.01067615658362989,0.604,0.235,0.161,39,182,282,5.0,4,0.0550667319154218,22,P22457
0.387476893391423,0.07625272331154684,0.0457516339869281,0.04357298474945534,0.05664488017429194,0.03485838779956427,52208.66320000005,-0.4335511982570802,0.601,0.3768115942028986,0.241,0.01449275362318841,0.07608695652173914,0.007246376811594203,0.614,0.32,0.065,-42,82,149,5.0,4,0.1217651614464664,19,Q3SZV7
0.00196619963362567,0.0642570281124498,0.04417670682730924,0.004016064257028112,0.0642570281124498,0.06024096385542169,26470.62420000001,-0.403212851405623,0.779,0.4742268041237113,0.243,0.02061855670103093,0.08247422680412371,0.005154639175257732,0.707,0.149,0.145,39,182,282,5.0,4,0.0020259240075606,22,O02659
3.97818750745931e-05,0.05110497237569061,0.03591160220994475,0.01795580110497237,0.1035911602209945,0.03729281767955801,83252.18420000031,-0.6785911602209932,0.593,0.2331002331002331,0.244,0.0,0.2121212121212121,0.009324009324009324,0.456,0.186,0.358,-42,82,151,5.0,40,0.0839073802873585,28,Q76LV1
3.97818750745931e-05,0.05277777777777778,0.03888888888888889,0.025,0.08333333333333333,0.08055555555555556,39878.6448,-0.2072222222222223,0.586,0.3744075829383886,0.258,0.004739336492890996,0.08530805687203792,0.02843601895734597,0.806,0.144,0.05,-7,200,266,2.4,40,0.0511488401501794,35,P21793
3.97818750745931e-05,0.03260869565217391,0.05434782608695652,0.05434782608695652,0.108695652173913,0.03260869565217391,10685.09949999999,-0.4434782608695652,0.674,0.2580645161290323,0.233,0.0,0.0967741935483871,0.0,0.315,0.033,0.652,-42,82,149,5.0,4,0.005890982406644,19,P79105
3.97818750745931e-05,0.06641285956006768,0.03426395939086294,0.0143824027072758,0.01565143824027073,0.01184433164128596,246359.1051999991,-0.3422165820642977,0.79,0.4710920770877944,0.193,0.001070663811563169,0.1370449678800857,0.01017130620985011,0.83,0.102,0.067,39,182,282,5.0,4,0.0401745708500885,22,P13608
0.0226676301544914,0.04328018223234624,0.05922551252847381,0.02050113895216401,0.06605922551252848,0.05694760820045558,51113.35570000009,-0.6234624145785869,0.838,0.3315217391304348,0.168,0.0,0.09782608695652174,0.01902173913043478,0.574,0.046,0.38,12,98,229,5.0,40,0.5800454907162415,33,P17697
0.00236919253498011,0.06896551724137931,0.03575989782886334,0.0280970625798212,0.06002554278416347,0.04086845466155811,87465.97800000053,-0.5137931034482747,0.725,0.3732394366197183,0.218,0.00528169014084507,0.07570422535211267,0.02640845070422535,0.66,0.309,0.031,-49,182,229,5.0,4,0.0026532471060289,20,Q6URK6
0.0243379143542086,0.05502392344497608,0.05023923444976076,0.02392344497607655,0.06937799043062201,0.04545454545454546,46963.37470000004,-0.1643540669856462,0.553,0.2770562770562771,0.256,0.008658008658008658,0.1125541125541126,0.008658008658008658,0.443,0.299,0.258,12,244,291,5.0,40,0.0326232562111973,32,A6QPQ2
3.97818750745931e-05,0.07155963302752294,0.009174311926605505,0.01651376146788991,0.06605504587155964,0.03669724770642202,60585.24510000015,-0.2739449541284408,0.53,0.2318339100346021,0.237,0.006920415224913495,0.1349480968858132,0.01730103806228374,0.404,0.128,0.468,-49,182,218,5.0,40,0.0021963381438768,26,Q3T0K2
3.97818750745931e-05,0.08713692946058091,0.04564315352697095,0.02074688796680498,0.05394190871369295,0.02904564315352697,26410.7393,-0.1066390041493775,0.539,0.3,0.241,0.0,0.1769230769230769,0.02307692307692308,0.398,0.266,0.336,12,244,291,5.0,40,0.0221889697864921,32,Q5E987
3.97818750745931e-05,0.07692307692307693,0.01846153846153846,0.02769230769230769,0.06461538461538462,0.04923076923076923,36233.61320000007,-0.2870769230769232,0.674,0.3607305936073059,0.241,0.0228310502283105,0.1004566210045662,0.0136986301369863,0.628,0.169,0.203,-49,182,218,5.0,40,0.0007505584913453,26,Q95117
