Abundance_Controls,frac_aa_F,frac_aa_N,gravy,fraction_exposed,fraction_exposed_nonpolar_exposed,rsa_std,asa_sum,fraction_exposed_exposed_C,fraction_exposed_exposed_E,fraction_exposed_exposed_F,fraction_exposed_exposed_H,nsp_secondary_structure_coil,nsp_secondary_structure_sheet,Zeta Potential,Dh_functionalized,NP_incubation Concentration (mg/mL),Incubation Concentration (mg/ml),Abundance,NPUNID,Entry
3.97818750745931e-05,0.04242424242424243,0.0303030303030303,-0.5357575757575761,0.818,0.4074074074074074,0.21,14181.987,0.0,0.08148148148148149,0.02222222222222222,0.007407407407407408,0.679,0.206,-49,229,5.0,4,0.002266751280367,20,P56425
3.97818750745931e-05,0.06217616580310881,0.03626943005181347,-0.821502590673575,0.788,0.3322368421052632,0.226,35418.099,0.003289473684210526,0.1677631578947368,0.01644736842105263,0.01973684210526316,0.645,0.085,12,229,5.0,40,0.0108472217621918,33,Q2TA40
3.97818750745931e-05,0.04184549356223176,0.04506437768240344,-0.5671673819742481,0.676,0.3063492063492064,0.204,67735.093,0.007936507936507936,0.1015873015873016,0.01746031746031746,0.02063492063492063,0.626,0.217,-49,229,5.0,4,0.0314886399287921,20,Q29RU4
0.0526721153550325,0.04377564979480164,0.03283173734610123,-0.4454172366621059,0.542,0.3914141414141414,0.237,44117.954,0.0,0.09595959595959595,0.0101010101010101,0.02272727272727273,0.469,0.272,-42,151,5.0,40,2.698328427458817,28,Q3SX14
3.97818750745931e-05,0.04242424242424243,0.0303030303030303,-0.5357575757575761,0.818,0.4074074074074074,0.21,14181.987,0.0,0.08148148148148149,0.02222222222222222,0.007407407407407408,0.679,0.206,-63,221,4.0,40,0.0282706170349128,18,P56425
0.000437637298306173,0.03457446808510638,0.0797872340425532,-0.4130319148936166,0.598,0.3244444444444444,0.264,27293.925,0.01333333333333333,0.08444444444444445,0.01777777777777778,0.03555555555555556,0.846,0.112,29,288,5.0,40,0.1352007766011765,29,P13605
0.683453328941734,0.02641509433962264,0.01509433962264151,-0.6188679245283012,0.97,0.4357976653696498,0.14,26999.787,0.0,0.1050583657587549,0.02334630350194553,0.01945525291828794,0.181,0.0,-42,151,5.0,40,0.8267369389651773,28,P15497
3.97818750745931e-05,0.0518018018018018,0.0472972972972973,-0.3479729729729733,0.423,0.25,0.222,23253.503,0.005319148936170213,0.1595744680851064,0.02127659574468085,0.02659574468085106,0.401,0.164,-42,149,5.0,4,0.0022393695745812,19,Q2KJD0
3.97818750745931e-05,0.02332814930015552,0.01788491446345257,-0.01376360808709189,0.551,0.4081920903954802,0.235,76133.736,0.005649717514124294,0.1242937853107345,0.00847457627118644,0.03954802259887006,0.489,0.177,-12,271,5.0,4,0.0180300848081358,24,P12661
3.97818750745931e-05,0.02489626556016597,0.01244813278008299,-1.421161825726141,1.0,0.3526970954356847,0.113,25612.077,0.01659751037344398,0.1576763485477178,0.02489626556016597,0.02904564315352697,0.838,0.0,39,282,5.0,4,0.0192065730450407,22,O18979
0.000737817047440535,0.03267973856209151,0.02777777777777778,-0.3790849673202606,0.658,0.43424317617866,0.239,44958.099,0.01240694789081886,0.06699751861042183,0.01985111662531017,0.04466501240694789,0.67,0.27,39,282,5.0,40,0.0014039089198495,27,P98140
3.97818750745931e-05,0.02549019607843137,0.07450980392156863,-0.7521568627450976,0.988,0.4900793650793651,0.113,48105.421,0.005952380952380952,0.04365079365079365,0.02579365079365079,0.02380952380952381,0.951,0.0,-63,221,4.0,40,0.0013538788391687,18,A2VE23
3.97818750745931e-05,0.05298013245033113,0.05298013245033113,-0.3887417218543046,0.649,0.3061224489795918,0.253,10808.486,0.01020408163265306,0.163265306122449,0.01020408163265306,0.04081632653061224,0.364,0.073,-11,316,5.0,4,0.0095805152572242,30,P60661
0.683453328941734,0.02641509433962264,0.01509433962264151,-0.6188679245283012,0.97,0.4357976653696498,0.14,26999.787,0.0,0.1050583657587549,0.02334630350194553,0.01945525291828794,0.181,0.0,-11,316,5.0,4,3.925645835582662,30,P15497
3.97818750745931e-05,0.04564315352697095,0.02904564315352697,-0.1066390041493775,0.539,0.3,0.241,15085.108,0.0,0.1769230769230769,0.03846153846153846,0.02307692307692308,0.398,0.266,39,282,5.0,4,0.0202519431070405,22,Q5E987
3.97818750745931e-05,0.0532319391634981,0.0532319391634981,-0.2072243346007604,0.684,0.4722222222222222,0.255,19421.743,0.0,0.07222222222222222,0.01111111111111111,0.01111111111111111,0.548,0.015,-49,229,5.0,4,0.0021692129016511,20,P13135
0.000664434817410414,0.0168123739071957,0.02151983860121049,-0.8098856758574333,0.873,0.6479198767334361,0.205,133622.093,0.004622496147919877,0.05855161787365177,0.01386748844375963,0.004622496147919877,0.915,0.067,-12,271,5.0,40,0.0407171268547027,25,P02459
0.0211424450467587,0.03554119547657512,0.0420032310177706,-0.6087237479806135,0.813,0.3697813121272366,0.212,54833.774,0.005964214711729622,0.06958250497017893,0.01988071570576541,0.06163021868787277,0.703,0.221,-12,271,5.0,4,0.0360993992101608,24,P01045
0.00521067904751495,0.02806122448979592,0.01785714285714286,-0.6841836734693875,0.982,0.4675324675324675,0.132,39756.188,0.02597402597402598,0.05714285714285714,0.02337662337662338,0.02597402597402598,0.964,0.0,39,282,5.0,40,0.0045528994402716,27,Q29RM2
0.304535113545939,0.03542673107890499,0.04025764895330113,-0.6088566827697256,0.82,0.3713163064833006,0.212,54911.341,0.005893909626719057,0.068762278978389,0.02161100196463654,0.06090373280943025,0.705,0.219,-49,218,5.0,40,0.7024753018978712,26,P01044
3.97818750745931e-05,0.03539823008849557,0.05973451327433629,-0.4190265486725658,0.518,0.2948717948717949,0.241,27234.983,0.008547008547008548,0.09401709401709402,0.0170940170940171,0.03846153846153846,0.493,0.093,39,282,5.0,4,0.0401238093296272,22,Q3SWY2
3.97818750745931e-05,0.03292894280762565,0.03812824956672443,-0.9743500866551114,0.75,0.2933025404157044,0.211,49733.18,0.0,0.1801385681293303,0.006928406466512702,0.009237875288683603,0.402,0.111,-11,316,5.0,4,0.0039594482938303,30,Q2HJ49
0.0362999588360391,0.06274509803921569,0.04901960784313725,-0.1215686274509805,0.512,0.3218390804597701,0.237,29544.661,0.01532567049808429,0.07662835249042145,0.01149425287356322,0.03065134099616858,0.557,0.298,-11,316,5.0,4,0.0052801774146703,30,Q58CQ9
0.558849807109976,0.06122448979591837,0.01360544217687075,0.09251700680272115,0.707,0.4711538461538461,0.271,11732.493,0.009615384615384616,0.1057692307692308,0.04807692307692308,0.01923076923076923,0.599,0.354,-12,271,5.0,4,0.502571948804932,24,O46375
3.97818750745931e-05,0.04470588235294118,0.04941176470588235,-0.7119999999999994,0.687,0.2671232876712329,0.241,33453.659,0.00684931506849315,0.1575342465753425,0.01712328767123288,0.03082191780821918,0.407,0.139,-42,151,5.0,40,0.0029780889255951,28,A2VE99
3.97818750745931e-05,0.02356020942408377,0.03664921465968586,-0.1753926701570683,0.733,0.45,0.23,30391.339,0.025,0.1107142857142857,0.007142857142857143,0.02142857142857143,0.479,0.23,12,229,5.0,40,0.1363740308252447,33,Q0VCG9
3.97818750745931e-05,0.04449648711943794,0.03981264637002342,-0.653629976580796,0.696,0.2996632996632997,0.239,33462.683,0.0101010101010101,0.1380471380471381,0.01683501683501683,0.0303030303030303,0.415,0.138,-49,218,5.0,40,0.0018652454377423,26,Q3SZN0
0.752092584803253,0.04866180048661801,0.05109489051094891,-0.1311435523114358,0.535,0.2590909090909091,0.254,26298.135,0.004545454545454545,0.1272727272727273,0.004545454545454545,0.03636363636363636,0.438,0.302,12,291,5.0,40,0.2139144876351626,32,Q9TTE1
3.97818750745931e-05,0.01941747572815534,0.01941747572815534,-0.521359223300971,0.728,0.4133333333333333,0.247,8728.658,0.0,0.05333333333333334,0.02666666666666667,0.02666666666666667,0.427,0.01,-42,151,5.0,40,0.0019336289633993,28,P62803
3.97818750745931e-05,0.01941747572815534,0.01941747572815534,-0.521359223300971,0.728,0.4133333333333333,0.247,8728.658,0.0,0.05333333333333334,0.02666666666666667,0.02666666666666667,0.427,0.01,39,282,5.0,4,0.0006228121301098,22,P62803
3.97818750745931e-05,0.04385964912280702,0.04166666666666666,0.0548245614035087,0.526,0.3791666666666667,0.232,26202.417,0.02083333333333333,0.06666666666666667,0.025,0.01666666666666667,0.596,0.239,-11,316,5.0,40,0.0344678628849363,23,Q5E9H0
3.97818750745931e-05,0.07428571428571429,0.01142857142857143,-0.5068571428571429,0.823,0.4305555555555556,0.219,16910.513,0.0,0.09027777777777778,0.06944444444444445,0.05555555555555555,0.669,0.297,29,288,5.0,40,0.0007649807701761,29,P02510
3.97818750745931e-05,0.03686635944700461,0.05529953917050692,-0.2117511520737331,0.401,0.2528735632183908,0.23,21478.488,0.0,0.1494252873563219,0.01149425287356322,0.01724137931034483,0.415,0.175,-12,271,5.0,4,0.0398401044441411,24,Q9XSJ4
0.0100288352343952,0.05314009661835749,0.04589371980676329,-0.1722222222222226,0.534,0.253393665158371,0.257,26713.18,0.00904977375565611,0.1312217194570136,0.004524886877828055,0.03619909502262444,0.437,0.302,-49,218,5.0,40,0.0040835175543794,26,A2I7N2
3.97818750745931e-05,0.01520912547528517,0.03422053231939164,-0.2954372623574147,0.795,0.4832535885167464,0.216,22755.905,0.01435406698564593,0.09090909090909091,0.009569377990430622,0.009569377990430622,0.745,0.103,12,229,5.0,40,0.0025325965921588,33,P24591
3.97818750745931e-05,0.0396039603960396,0.0,0.1217821782178219,0.99,0.52,0.157,10874.676,0.0,0.04,0.04,0.01,0.396,0.0,-63,221,4.0,40,0.0147170388880414,18,P19034
3.97818750745931e-05,0.02928870292887029,0.01673640167364017,0.007112970711297118,0.548,0.4503816793893129,0.241,14795.353,0.0,0.1068702290076336,0.01526717557251908,0.01526717557251908,0.469,0.264,39,282,5.0,40,0.0235283548937358,27,Q3MHN0
0.000301167811591694,0.06030150753768844,0.03015075376884422,-0.1080402010050251,0.472,0.3404255319148936,0.244,10877.897,0.02127659574468085,0.1170212765957447,0.0425531914893617,0.0425531914893617,0.477,0.216,29,288,5.0,40,0.0013814036812859,29,Q9BGI3
0.000317961108715391,0.02342606149341142,0.06002928257686677,-0.08213762811127391,0.644,0.3840909090909091,0.238,46971.112,0.00909090909090909,0.09090909090909091,0.01136363636363636,0.025,0.518,0.223,-7,266,2.4,40,0.0063377494129007,35,P55906
0.0045304837356389,0.03482587064676617,0.05020352781546811,-0.6364088647670783,0.631,0.3333333333333333,0.218,149680.634,0.001433691756272401,0.08315412186379928,0.02652329749103943,0.02652329749103943,0.727,0.236,-7,266,2.4,40,0.0045455991358989,34,Q28107
0.0178769641842136,0.01265822784810127,0.01265822784810127,-0.6579113924050634,0.937,0.4425675675675675,0.153,30545.063,0.003378378378378379,0.125,0.01013513513513514,0.01351351351351351,0.206,0.0,29,226,5.0,4,1.382297965410552,21,Q03247
3.97818750745931e-05,0.03591160220994475,0.03729281767955801,-0.6785911602209932,0.593,0.2331002331002331,0.244,50736.065,0.0,0.2121212121212121,0.01165501165501166,0.009324009324009324,0.456,0.186,12,229,5.0,40,0.1193552683577265,33,Q76LV1
0.000737817047440535,0.03267973856209151,0.02777777777777778,-0.3790849673202606,0.658,0.43424317617866,0.239,44958.099,0.01240694789081886,0.06699751861042183,0.01985111662531017,0.04466501240694789,0.67,0.27,-42,149,5.0,4,0.2633249828700217,19,P98140
3.97818750745931e-05,0.09146341463414634,0.05487804878048781,-0.2926829268292681,0.543,0.4157303370786517,0.244,9790.938,0.01123595505617977,0.101123595505618,0.03370786516853932,0.01123595505617977,0.512,0.372,-49,229,5.0,4,0.0022630935911651,20,P62935
3.97818750745931e-05,0.03246753246753246,0.02597402597402598,-0.2649350649350651,0.656,0.3465346534653465,0.246,11597.974,0.009900990099009901,0.1188118811881188,0.0396039603960396,0.0297029702970297,0.487,0.435,-42,149,5.0,4,0.0020243122587642,19,Q6EWQ7
0.00715494513673731,0.04232804232804233,0.06878306878306878,-0.070899470899471,0.672,0.4724409448818898,0.268,14766.408,0.0,0.1181102362204724,0.04724409448818898,0.02362204724409449,0.534,0.349,-11,316,5.0,40,0.0063226728106319,23,Q32KY0
3.97818750745931e-05,0.03610108303249097,0.09747292418772563,-0.4714801444043325,0.578,0.225,0.244,18459.52,0.0,0.11875,0.0,0.03125,0.661,0.101,-49,229,5.0,4,0.0085193677659693,20,Q5E9C0
0.000284381374144526,0.03961584633853541,0.0392156862745098,-0.3416166466586631,0.623,0.3641618497109826,0.236,169780.926,0.005138086062941554,0.08285163776493257,0.01348747591522158,0.02633269107257546,0.583,0.386,-11,316,5.0,40,0.000391579981336,23,P08169
3.97818750745931e-05,0.02649006622516556,0.04635761589403974,-0.1278145695364237,0.57,0.4186046511627907,0.237,9414.482,0.01162790697674419,0.03488372093023256,0.01162790697674419,0.01162790697674419,0.669,0.272,-63,221,4.0,4,0.0022789412093884,17,O62644
0.000437637298306173,0.03457446808510638,0.0797872340425532,-0.4130319148936166,0.598,0.3244444444444444,0.264,27293.925,0.01333333333333333,0.08444444444444445,0.01777777777777778,0.03555555555555556,0.846,0.112,29,226,5.0,4,0.0771043720689025,21,P13605
10.4013051030226,0.04119318181818182,0.06107954545454546,-0.4522727272727268,0.501,0.2521246458923513,0.245,41394.128,0.0169971671388102,0.1019830028328612,0.0084985835694051,0.0226628895184136,0.501,0.158,-49,218,5.0,40,3.357490739662,26,Q29443
0.0642788147923911,0.04166666666666666,0.05416666666666667,-0.4683333333333338,0.758,0.4725274725274725,0.248,20659.028,0.005494505494505495,0.07142857142857142,0.01648351648351648,0.03846153846153846,0.721,0.279,-63,221,4.0,40,0.0028615711322548,18,Q3Y5Z3
0.0108748141281231,0.03442622950819672,0.03606557377049181,-0.3767213114754099,0.748,0.3662280701754386,0.21,48244.532,0.006578947368421052,0.1052631578947368,0.03070175438596491,0.03070175438596491,0.611,0.32,-49,229,5.0,4,0.5050049297914836,20,Q28065
3.97818750745931e-05,0.03591160220994475,0.03729281767955801,-0.6785911602209932,0.593,0.2331002331002331,0.244,50736.065,0.0,0.2121212121212121,0.01165501165501166,0.009324009324009324,0.456,0.186,-42,149,5.0,4,0.0248540498529231,19,Q76LV1
0.0705612720230796,0.02750809061488673,0.0372168284789644,-0.6512944983818758,0.701,0.3275663206459054,0.225,94990.947,0.00461361014994233,0.1141868512110727,0.01614763552479815,0.03344867358708189,0.604,0.391,39,282,5.0,4,0.0849398867068956,22,Q28085
3.97818750745931e-05,0.05092592592592592,0.04629629629629629,-0.2657407407407409,0.62,0.4328358208955224,0.257,15259.259,0.0,0.08955223880597014,0.02985074626865672,0.02238805970149254,0.481,0.204,29,226,5.0,4,0.0175022100468484,21,Q3T054
0.0178769641842136,0.01265822784810127,0.01265822784810127,-0.6579113924050634,0.937,0.4425675675675675,0.153,30545.063,0.003378378378378379,0.125,0.01013513513513514,0.01351351351351351,0.206,0.0,39,282,5.0,4,0.3822976806695422,22,Q03247
41.3441763917609,0.04942339373970346,0.02306425041186162,-0.4289950576606252,0.557,0.257396449704142,0.223,38819.041,0.002958579881656805,0.1597633136094675,0.01183431952662722,0.03550295857988166,0.285,0.005,12,229,5.0,40,23.36656935692013,33,P02769
0.00900492053107607,0.01640464798359535,0.01982228298017772,-0.7985645933014373,0.831,0.6299342105263158,0.211,127749.187,0.005756578947368421,0.0625,0.01398026315789474,0.004934210526315789,0.916,0.066,29,226,5.0,4,0.0098632988323714,21,P02453
3.97818750745931e-05,0.04859335038363171,0.03324808184143223,-0.9583120204603573,0.78,0.2983606557377049,0.236,36495.241,0.006557377049180328,0.2,0.006557377049180328,0.01311475409836066,0.619,0.087,29,288,5.0,40,0.0411886275357739,29,A6H767
0.232006736352292,0.02759526938239159,0.03679369250985545,-0.462155059132719,0.59,0.3207126948775056,0.24,50115.181,0.006681514476614699,0.1069042316258352,0.008908685968819599,0.0178173719376392,0.568,0.242,-12,271,5.0,40,0.1115019308370209,25,P81187
3.97818750745931e-05,0.03036876355748373,0.02169197396963124,-0.2956616052060738,0.56,0.3720930232558139,0.248,30257.769,0.003875968992248062,0.1085271317829457,0.0,0.007751937984496124,0.56,0.36,39,282,5.0,4,0.0014061575686785,22,Q92176
3.97818750745931e-05,0.03839122486288848,0.04753199268738574,-0.2263254113345524,0.667,0.3753424657534247,0.223,38813.397,0.01643835616438356,0.1013698630136986,0.01643835616438356,0.0410958904109589,0.616,0.364,-63,221,4.0,4,0.0055838022021588,17,Q29RU2
0.00983736816319538,0.04379562043795621,0.04744525547445255,-0.4868613138686124,0.611,0.3044776119402985,0.203,36493.11,0.005970149253731343,0.1164179104477612,0.01791044776119403,0.01194029850746269,0.593,0.173,-49,229,5.0,4,0.5808816732393666,20,Q3MHN2
3.97818750745931e-05,0.03418803418803419,0.02991452991452992,-0.1863247863247864,0.564,0.3333333333333333,0.234,14488.285,0.0,0.1212121212121212,0.02272727272727273,0.0303030303030303,0.363,0.278,12,229,5.0,40,0.0732190667963453,33,Q3T0Y5
3.97818750745931e-05,0.04464285714285714,0.03571428571428571,-0.2515625000000002,0.42,0.2978723404255319,0.224,23225.668,0.0,0.1436170212765958,0.0,0.03723404255319149,0.393,0.158,-12,271,5.0,40,0.0171007647296903,25,P81948
3.97818750745931e-05,0.04979253112033195,0.05394190871369295,-0.2883817427385894,0.531,0.3359375,0.252,15363.564,0.0078125,0.1328125,0.0,0.0,0.419,0.083,-42,149,5.0,4,0.0016091163197615,19,Q5E9B7
3.97818750745931e-05,0.03317535545023697,0.03791469194312796,-0.3099526066350709,0.687,0.4206896551724138,0.221,15381.994,0.02068965517241379,0.04827586206896552,0.02758620689655172,0.02758620689655172,0.583,0.318,-49,218,5.0,40,0.0126837179911123,26,P79121
3.97818750745931e-05,0.05244338498212157,0.03933253873659118,-0.1595947556615022,0.491,0.3470873786407767,0.22,45280.289,0.004854368932038835,0.07766990291262135,0.02669902912621359,0.03883495145631068,0.59,0.181,29,226,5.0,4,0.0051541447206192,21,P80109
0.357467915843436,0.04831932773109244,0.03361344537815126,0.1065126050420165,0.592,0.4148936170212766,0.249,30970.776,0.007092198581560284,0.07092198581560284,0.01773049645390071,0.03191489361702127,0.481,0.229,-49,229,5.0,4,0.1979602390039251,20,P01017
0.00692856619376968,0.02631578947368421,0.03421052631578948,-0.6071052631578941,0.879,0.3682634730538922,0.151,36220.686,0.0,0.1227544910179641,0.02395209580838323,0.02095808383233533,0.258,0.0,-11,316,5.0,40,0.0013756663485033,23,Q32PJ2
0.0211424450467587,0.03554119547657512,0.0420032310177706,-0.6087237479806135,0.813,0.3697813121272366,0.212,54833.774,0.005964214711729622,0.06958250497017893,0.01988071570576541,0.06163021868787277,0.703,0.221,-11,316,5.0,40,0.0434624813277196,23,P01045
0.387476893391423,0.0457516339869281,0.03485838779956427,-0.4335511982570802,0.601,0.3768115942028986,0.241,30361.002,0.01449275362318841,0.07608695652173914,0.003623188405797101,0.06884057971014493,0.614,0.32,-63,221,4.0,40,0.033350897940742,18,Q3SZV7
0.00309220476275624,0.00946372239747634,0.03470031545741325,-0.5211356466876971,0.839,0.5150375939849624,0.207,29487.423,0.0112781954887218,0.1015037593984962,0.0112781954887218,0.04511278195488722,0.845,0.076,-63,221,4.0,4,0.2111162229144369,17,P13384
3.97818750745931e-05,0.03883495145631068,0.0412621359223301,-0.3407766990291266,0.437,0.2777777777777778,0.218,22127.853,0.0,0.15,0.0,0.03333333333333333,0.345,0.189,-42,151,5.0,40,0.0031193191696431,28,P14568
3.97818750745931e-05,0.0303030303030303,0.02272727272727273,-0.3669191919191925,0.646,0.44140625,0.238,28457.187,0.00390625,0.1015625,0.01171875,0.03125,0.596,0.245,39,282,5.0,4,0.0712215858022299,22,P00744
3.97818750745931e-05,0.02489626556016597,0.01244813278008299,-1.421161825726141,1.0,0.3526970954356847,0.113,25612.077,0.01659751037344398,0.1576763485477178,0.02489626556016597,0.02904564315352697,0.838,0.0,-3,609,5.0,40,0.0007287606225985,31,O18979
0.0178769641842136,0.01265822784810127,0.01265822784810127,-0.6579113924050634,0.937,0.4425675675675675,0.153,30545.063,0.003378378378378379,0.125,0.01013513513513514,0.01351351351351351,0.206,0.0,-63,221,4.0,4,0.561119945450446,17,Q03247
0.00283929633618224,0.03828828828828829,0.06081081081081081,-0.5668918918918924,0.716,0.3584905660377358,0.219,34286.276,0.01886792452830189,0.07232704402515723,0.02515723270440252,0.0220125786163522,0.601,0.133,-49,218,5.0,40,0.0053795825258024,26,P12799
0.462608016497444,0.04929577464788732,0.02112676056338028,0.02746478873239429,0.577,0.3902439024390244,0.249,8855.949,0.0,0.06097560975609756,0.0,0.0975609756097561,0.239,0.0,-11,316,5.0,4,1.638149850939705,30,P01966
3.97818750745931e-05,0.03267973856209151,0.02941176470588235,-0.4833333333333334,0.797,0.4344262295081967,0.209,26207.199,0.0,0.0942622950819672,0.02459016393442623,0.03688524590163934,0.65,0.209,-63,221,4.0,4,0.0064197536124978,17,Q58CS8
0.00900492053107607,0.01640464798359535,0.01982228298017772,-0.7985645933014373,0.831,0.6299342105263158,0.211,127749.187,0.005756578947368421,0.0625,0.01398026315789474,0.004934210526315789,0.916,0.066,-49,218,5.0,40,0.2049294751071029,26,P02453
0.300675629897684,0.05284552845528456,0.02845528455284553,-0.1997967479674796,0.63,0.3838709677419355,0.251,35166.288,0.00967741935483871,0.08064516129032258,0.01935483870967742,0.02258064516129032,0.559,0.222,39,282,5.0,40,0.704479279255233,27,P28800
3.97818750745931e-05,0.0196078431372549,0.04313725490196078,-0.5400000000000004,0.588,0.2666666666666667,0.256,18336.689,0.006666666666666667,0.1666666666666667,0.006666666666666667,0.006666666666666667,0.224,0.0,39,282,5.0,4,0.0202179963402321,22,P62261
3.97818750745931e-05,0.02061855670103093,0.02405498281786942,-0.6360824742268046,0.828,0.4564315352697095,0.203,27103.53,0.01244813278008299,0.06639004149377593,0.02074688796680498,0.03319502074688797,0.825,0.082,29,288,5.0,40,0.0005328454410607,29,P20959
10.4013051030226,0.04119318181818182,0.06107954545454546,-0.4522727272727268,0.501,0.2521246458923513,0.245,41394.128,0.0169971671388102,0.1019830028328612,0.0084985835694051,0.0226628895184136,0.501,0.158,-12,271,5.0,40,3.187253050551868,25,Q29443
3.97818750745931e-05,0.04651162790697674,0.03875968992248062,-0.4689922480620154,0.907,0.4786324786324787,0.134,11359.469,0.008547008547008548,0.05128205128205128,0.05128205128205128,0.008547008547008548,0.411,0.0,-7,266,2.4,40,0.0023173488339623,35,Q32L76
3.97818750745931e-05,0.05244338498212157,0.03933253873659118,-0.1595947556615022,0.491,0.3470873786407767,0.22,45280.289,0.004854368932038835,0.07766990291262135,0.02669902912621359,0.03883495145631068,0.59,0.181,39,282,5.0,4,0.0050561646974481,22,P80109
0.000362034583828927,0.048582995951417,0.04453441295546558,-0.3777327935222675,0.749,0.4972972972972973,0.238,20742.7,0.005405405405405406,0.05405405405405406,0.01081081081081081,0.02162162162162162,0.733,0.255,-63,221,4.0,4,0.0117166786649006,17,Q2KIV9
3.97818750745931e-05,0.05092592592592592,0.04629629629629629,-0.2657407407407409,0.62,0.4328358208955224,0.257,15259.259,0.0,0.08955223880597014,0.02985074626865672,0.02238805970149254,0.481,0.204,-42,149,5.0,4,0.0162700980417686,19,Q3T054
3.97818750745931e-05,0.0196078431372549,0.04313725490196078,-0.5400000000000004,0.588,0.2666666666666667,0.256,18336.689,0.006666666666666667,0.1666666666666667,0.006666666666666667,0.006666666666666667,0.224,0.0,29,288,5.0,40,0.006538983735589,29,P62261
3.97818750745931e-05,0.04564315352697095,0.02904564315352697,-0.08008298755186724,0.523,0.3650793650793651,0.235,14511.922,0.0,0.07936507936507936,0.04761904761904762,0.03174603174603174,0.456,0.282,12,229,5.0,40,0.0920868602236804,33,Q2TBX6
0.683453328941734,0.02641509433962264,0.01509433962264151,-0.6188679245283012,0.97,0.4357976653696498,0.14,26999.787,0.0,0.1050583657587549,0.02334630350194553,0.01945525291828794,0.181,0.0,-7,266,2.4,40,13.72795610736594,34,P15497
