Abundance_Controls,frac_aa_F,frac_aa_H,frac_aa_N,molecular_weight,secondary_structure_fraction_disordered,fraction_exposed,fraction_exposed_nonpolar_exposed,fraction_exposed_polar_total,fraction_exposed_exposed_C,fraction_exposed_exposed_E,fraction_exposed_exposed_Y,nsp_secondary_structure_coil,nsp_secondary_structure_sheet,Zeta Potential,Dh_functionalized,NP_incubation Concentration (mg/mL),Abundance,NPUNID,Entry
3.97818750745931e-05,0.00352112676056338,0.00352112676056338,0.02464788732394366,32836.33270000004,0.2570422535211268,1.0,0.3450704225352113,0.6549295774647887,0.007042253521126761,0.2077464788732394,0.02112676056338028,0.007,0.0,29,288,5.0,0.0330699858584198,29,Q5KR48
0.00267865526270584,0.04112554112554113,0.02164502164502164,0.05411255411255411,52045.2398,0.2597402597402597,0.632,0.339041095890411,0.7857142857142857,0.01027397260273973,0.1335616438356164,0.0273972602739726,0.634,0.232,-63,221,4.0,0.0133555238187559,17,P00741
0.0045304837356389,0.03482587064676617,0.02758932609678878,0.05020352781546811,248980.1455,0.2161917684305744,0.631,0.3333333333333333,0.7896879240162822,0.001433691756272401,0.08315412186379928,0.02365591397849462,0.727,0.236,-7,266,2.4,0.0045455991358989,34,Q28107
0.00283929633618224,0.03828828828828829,0.02477477477477477,0.06081081081081081,50243.48500000004,0.2657657657657657,0.716,0.3584905660377358,0.7432432432432432,0.01886792452830189,0.07232704402515723,0.04088050314465409,0.601,0.133,-7,266,2.4,0.1072665601664805,34,P12799
0.000217533105525803,0.04926108374384237,0.01477832512315271,0.04433497536945813,23133.8834,0.2019704433497537,0.852,0.4046242774566474,0.6551724137931034,0.005780346820809248,0.07514450867052024,0.04046242774566474,0.67,0.232,-42,149,5.0,0.033463052542259,19,Q27967
0.000196820051576531,0.003861003861003861,0.04247104247104247,0.01544401544401544,27877.77310000001,0.2046332046332047,0.568,0.4421768707482993,0.749034749034749,0.006802721088435374,0.06122448979591837,0.0,0.622,0.297,-11,316,5.0,0.0169636381902557,23,Q3T0A3
0.00196619963362567,0.04417670682730924,0.004016064257028112,0.06024096385542169,26470.62420000001,0.2168674698795181,0.779,0.4742268041237113,0.6305220883534136,0.02061855670103093,0.08247422680412371,0.005154639175257732,0.707,0.149,39,282,5.0,0.0020259240075606,22,O02659
12.1255434221963,0.05528846153846154,0.04326923076923077,0.05528846153846154,46103.41850000003,0.1562499999999999,0.558,0.2887931034482759,0.8389423076923077,0.01293103448275862,0.1077586206896552,0.008620689655172414,0.457,0.286,-63,221,4.0,3.186215783937648,17,P34955
3.97818750745931e-05,0.02884615384615385,0.01720647773279352,0.04048582995951417,229096.540200001,0.2449392712550607,0.784,0.3176242737249839,0.7510121457489879,0.002582311168495804,0.1730148482892188,0.008392511297611363,0.211,0.048,39,282,5.0,0.0391810314359824,27,Q27991
41.3441763917609,0.04942339373970346,0.02800658978583196,0.02306425041186162,69292.68350000019,0.2751235584843492,0.557,0.257396449704142,0.85667215815486,0.002958579881656805,0.1597633136094675,0.01183431952662722,0.285,0.005,12,291,5.0,36.93865349051372,32,P02769
3.97818750745931e-05,0.03883495145631068,0.009708737864077669,0.06796116504854369,12216.79389999999,0.174757281553398,0.942,0.4123711340206185,0.6116504854368932,0.01030927835051546,0.09278350515463918,0.07216494845360824,0.689,0.0,-42,151,5.0,0.0082760923012145,28,P07507
0.000910434757046537,0.03584229390681003,0.03225806451612903,0.04301075268817205,62439.94680000014,0.2992831541218638,0.645,0.3555555555555556,0.7706093189964157,0.005555555555555556,0.08055555555555556,0.03333333333333333,0.683,0.247,-49,229,5.0,0.1916243019839444,20,Q5E9Z2
0.357467915843436,0.04831932773109244,0.02521008403361345,0.03361344537815126,51423.51240000007,0.09243697478991597,0.592,0.4148936170212766,0.7542016806722689,0.007092198581560284,0.07092198581560284,0.007092198581560284,0.481,0.229,29,288,5.0,0.1882681017999051,29,P01017
3.97818750745931e-05,0.05483028720626632,0.02610966057441253,0.0391644908616188,43031.34010000003,0.2271540469973889,0.475,0.3516483516483517,0.8328981723237598,0.005494505494505495,0.03846153846153846,0.01098901098901099,0.478,0.175,-11,316,5.0,0.0036923268450405,30,P30922
41.3441763917609,0.04942339373970346,0.02800658978583196,0.02306425041186162,69292.68350000019,0.2751235584843492,0.557,0.257396449704142,0.85667215815486,0.002958579881656805,0.1597633136094675,0.01183431952662722,0.285,0.005,-7,266,2.4,16.84900036092527,34,P02769
0.00309220476275624,0.00946372239747634,0.03785488958990536,0.03470031545741325,34014.61470000001,0.1955835962145109,0.839,0.5150375939849624,0.5678233438485805,0.0112781954887218,0.1015037593984962,0.01503759398496241,0.845,0.076,-63,221,4.0,0.3705819657362281,18,P13384
0.0620184646607532,0.05445544554455446,0.01237623762376238,0.03217821782178218,45296.25810000004,0.1732673267326734,0.559,0.3230088495575221,0.8193069306930693,0.008849557522123894,0.1061946902654867,0.01327433628318584,0.45,0.297,-12,271,5.0,1.114524860072934,25,Q9N2I2
0.00142413689453484,0.02108433734939759,0.02710843373493976,0.04819277108433735,36597.21340000002,0.1716867469879517,0.476,0.3291139240506329,0.8433734939759037,0.006329113924050633,0.08860759493670886,0.03164556962025317,0.352,0.193,39,282,5.0,0.0021165009952889,27,P19858
3.97818750745931e-05,0.06451612903225806,0.02052785923753666,0.05278592375366569,39868.50810000004,0.2023460410557185,0.537,0.2295081967213115,0.8768328445747801,0.0,0.1530054644808743,0.02185792349726776,0.276,0.0,-42,149,5.0,0.0012459456866964,19,Q29RI6
3.00508221488159,0.04426229508196721,0.02459016393442623,0.03770491803278689,68586.93790000016,0.2426229508196721,0.551,0.2767857142857143,0.8475409836065574,0.0,0.1517857142857143,0.0119047619047619,0.351,0.002,-7,266,2.4,0.1227276558551693,35,Q3SZ57
0.0178769641842136,0.01265822784810127,0.01265822784810127,0.01265822784810127,35979.43230000007,0.1962025316455696,0.937,0.4425675675675675,0.5854430379746836,0.003378378378378379,0.125,0.01351351351351351,0.206,0.0,-7,266,2.4,5.321979433581769,35,Q03247
3.97818750745931e-05,0.06029106029106029,0.02286902286902287,0.0498960498960499,53697.39460000004,0.1247401247401247,0.607,0.3527397260273973,0.7858627858627859,0.003424657534246575,0.07534246575342465,0.01027397260273973,0.339,0.428,-63,221,4.0,0.0300213427672942,17,Q2TBI0
3.97818750745931e-05,0.04079254079254079,0.01864801864801865,0.03146853146853147,95367.1071000005,0.2261072261072261,0.513,0.3340909090909091,0.8286713286713286,0.006818181818181818,0.1295454545454545,0.00909090909090909,0.445,0.192,-42,149,5.0,0.0036323773363163,19,Q3SYU2
3.97818750745931e-05,0.03591160220994475,0.01795580110497237,0.03729281767955801,83252.18420000031,0.2361878453038675,0.593,0.2331002331002331,0.861878453038674,0.0,0.2121212121212121,0.009324009324009324,0.456,0.186,12,291,5.0,0.0659625628221137,32,Q76LV1
3.97818750745931e-05,0.06422018348623854,0.02201834862385321,0.04770642201834863,61075.80790000004,0.1394495412844037,0.47,0.35546875,0.8330275229357799,0.0078125,0.08203125,0.00390625,0.492,0.202,-49,218,5.0,0.0010331268778539,26,Q9MYY0
3.97818750745931e-05,0.01935483870967742,0.006451612903225806,0.03870967741935484,17599.87179999999,0.2387096774193549,0.774,0.375,0.7096774193548387,0.008333333333333333,0.075,0.0,0.671,0.219,-3,609,5.0,0.001640758204507,31,P22226
0.0849784551931533,0.04807692307692308,0.01201923076923077,0.0360576923076923,46228.37250000003,0.1658653846153848,0.579,0.3402489626556017,0.8028846153846154,0.004149377593360996,0.0912863070539419,0.01244813278008299,0.464,0.269,39,282,5.0,0.0474719612846701,27,Q95121
0.000816585257705034,0.04204204204204205,0.03003003003003003,0.05705705705705705,35867.67400000007,0.2372372372372372,0.408,0.3161764705882353,0.8708708708708709,0.0,0.08823529411764706,0.007352941176470588,0.417,0.261,-42,149,5.0,0.1512156036872798,19,P10096
0.387476893391423,0.0457516339869281,0.04357298474945534,0.03485838779956427,52208.66320000005,0.2113289760348583,0.601,0.3768115942028986,0.7734204793028322,0.01449275362318841,0.07608695652173914,0.007246376811594203,0.614,0.32,-7,266,2.4,0.038271115387222,35,Q3SZV7
3.97818750745931e-05,0.0282258064516129,0.01209677419354839,0.03225806451612903,27868.53010000002,0.2741935483870968,0.573,0.2394366197183098,0.8629032258064516,0.0,0.1408450704225352,0.0352112676056338,0.383,0.25,39,282,5.0,0.0285695354941271,22,Q3ZBG0
10.4013051030226,0.04119318181818182,0.02272727272727273,0.06107954545454546,77752.37030000037,0.265625,0.501,0.2521246458923513,0.8735795454545454,0.0169971671388102,0.1019830028328612,0.0084985835694051,0.501,0.158,-63,221,4.0,0.2391473130011028,17,Q29443
0.00309220476275624,0.00946372239747634,0.03785488958990536,0.03470031545741325,34014.61470000001,0.1955835962145109,0.839,0.5150375939849624,0.5678233438485805,0.0112781954887218,0.1015037593984962,0.01503759398496241,0.845,0.076,-42,149,5.0,0.2782213229605892,19,P13384
3.97818750745931e-05,0.06843575418994413,0.01396648044692737,0.04050279329608938,82206.39330000049,0.2011173184357541,0.518,0.3099730458221024,0.8393854748603352,0.0,0.1105121293800539,0.01617250673854448,0.485,0.203,-12,271,5.0,0.0559652400609065,25,Q27970
10.4013051030226,0.04119318181818182,0.02272727272727273,0.06107954545454546,77752.37030000037,0.265625,0.501,0.2521246458923513,0.8735795454545454,0.0169971671388102,0.1019830028328612,0.0084985835694051,0.501,0.158,-49,218,5.0,3.357490739662,26,Q29443
3.97818750745931e-05,0.02242990654205607,0.02990654205607477,0.02803738317757009,57474.6010000001,0.1981308411214954,0.531,0.3274647887323944,0.8261682242990654,0.007042253521126761,0.1056338028169014,0.01408450704225352,0.394,0.121,-7,266,2.4,0.0024212551481582,34,Q3ZBH0
3.97818750745931e-05,0.03883495145631068,0.009708737864077669,0.06796116504854369,12216.79389999999,0.174757281553398,0.942,0.4123711340206185,0.6116504854368932,0.01030927835051546,0.09278350515463918,0.07216494845360824,0.689,0.0,-49,229,5.0,0.0059557340453857,20,P07507
0.000378215434608697,0.0,0.0,0.0,0.0,0.0,0.571,0.4108527131782946,0.7654867256637168,0.007751937984496124,0.1317829457364341,0.0310077519379845,0.544,0.177,-11,316,5.0,0.0059496512818777,23,P37141
3.97818750745931e-05,0.03036876355748373,0.02169197396963124,0.02169197396963124,50978.62590000009,0.2321041214750542,0.56,0.3720930232558139,0.7917570498915402,0.003875968992248062,0.1085271317829457,0.007751937984496124,0.56,0.36,-49,218,5.0,0.0034208419974677,26,Q92176
3.97818750745931e-05,0.0351123595505618,0.03651685393258427,0.03370786516853932,79971.97230000034,0.2865168539325843,0.652,0.4245689655172414,0.723314606741573,0.008620689655172414,0.07112068965517242,0.01077586206896552,0.695,0.25,-49,218,5.0,0.0369189178881532,26,Q24K22
0.00493105693774987,0.03850156087408949,0.0145681581685744,0.06139438085327784,105973.3503000006,0.299687825182102,0.605,0.4113597246127367,0.7513007284079084,0.01721170395869191,0.05335628227194492,0.01032702237521515,0.678,0.242,-42,149,5.0,0.0558858252002463,19,Q3SWW8
0.0207375675836061,0.03465346534653466,0.01485148514851485,0.0297029702970297,22144.0982,0.2277227722772277,0.728,0.4353741496598639,0.6831683168316832,0.02040816326530612,0.09523809523809523,0.006802721088435374,0.564,0.188,-42,149,5.0,1.075040543674314,19,Q2KIS7
0.000664434817410414,0.0168123739071957,0.00605245460659045,0.02151983860121049,141826.8318000008,0.1882985877605918,0.873,0.6479198767334361,0.4344317417619368,0.004622496147919877,0.05855161787365177,0.002311248073959939,0.915,0.067,-11,316,5.0,0.0195840512771253,23,P02459
0.0045304837356389,0.03482587064676617,0.02758932609678878,0.05020352781546811,248980.1455,0.2161917684305744,0.631,0.3333333333333333,0.7896879240162822,0.001433691756272401,0.08315412186379928,0.02365591397849462,0.727,0.236,39,282,5.0,0.0986388939607777,27,Q28107
3.97818750745931e-05,0.03697131026323573,0.02129547471162378,0.02247855664004732,369985.2884000003,0.2602780242531796,0.931,0.4094663278271919,0.6187518485655131,0.001270648030495553,0.1149936467598475,0.01651842439644218,0.925,0.054,29,226,5.0,0.0031299180627489,21,P81282
3.97818750745931e-05,0.05384615384615385,0.01538461538461539,0.0,14353.35549999999,0.2230769230769231,0.738,0.5208333333333334,0.6153846153846154,0.0,0.03125,0.04166666666666666,0.692,0.246,-42,149,5.0,0.0025589919399504,19,Q28038
1.1402473564159,0.04950495049504951,0.02475247524752475,0.0396039603960396,23182.16680000001,0.2227722772277226,0.649,0.3129770992366412,0.7970297029702971,0.02290076335877863,0.1374045801526718,0.02290076335877863,0.475,0.366,-7,266,2.4,0.0253509976516031,35,Q3SZR3
3.97818750745931e-05,0.05625,0.01875,0.06875,18697.19389999997,0.3125,0.738,0.2627118644067797,0.80625,0.01694915254237288,0.1016949152542373,0.0,0.662,0.319,39,282,5.0,0.0023553980013048,22,Q3ZBF7
3.97818750745931e-05,0.0133630289532294,0.0133630289532294,0.0200445434298441,50014.34810000006,0.2048997772828508,0.976,0.4132420091324201,0.5968819599109132,0.0045662100456621,0.1872146118721461,0.0091324200913242,0.884,0.0,29,288,5.0,0.0007147530235908,29,P05059
0.258731095696611,0.06235011990407674,0.03836930455635491,0.04796163069544365,46941.05250000009,0.1630695443645084,0.542,0.2566371681415929,0.8609112709832134,0.008849557522123894,0.1238938053097345,0.008849557522123894,0.451,0.29,-42,149,5.0,0.0183949493160916,19,A2I7N3
3.97818750745931e-05,0.03697131026323573,0.02129547471162378,0.02247855664004732,369985.2884000003,0.2602780242531796,0.931,0.4094663278271919,0.6187518485655131,0.001270648030495553,0.1149936467598475,0.01651842439644218,0.925,0.054,-7,266,2.4,0.034152122502945,35,P81282
0.752092584803253,0.04866180048661801,0.024330900243309,0.05109489051094891,46236.37440000004,0.1532846715328468,0.535,0.2590909090909091,0.8613138686131386,0.004545454545454545,0.1272727272727273,0.00909090909090909,0.438,0.302,-12,271,5.0,0.2910179297035303,25,Q9TTE1
0.0288119712962013,0.04151838671411625,0.01897983392645314,0.03914590747330961,93089.34050000056,0.2526690391459074,0.669,0.3368794326241135,0.7746144721233689,0.007092198581560284,0.09929078014184398,0.01773049645390071,0.605,0.21,-7,266,2.4,0.0023324135606959,34,Q29RQ1
0.000737817047440535,0.03267973856209151,0.04411764705882353,0.02777777777777778,67159.63620000028,0.2630718954248366,0.658,0.43424317617866,0.7140522875816994,0.01240694789081886,0.06699751861042183,0.009925558312655087,0.67,0.27,-3,609,5.0,0.0123756278403141,31,P98140
3.97818750745931e-05,0.02884615384615385,0.01720647773279352,0.04048582995951417,229096.540200001,0.2449392712550607,0.784,0.3176242737249839,0.7510121457489879,0.002582311168495804,0.1730148482892188,0.008392511297611363,0.211,0.048,-63,221,4.0,0.0127191894585535,18,Q27991
0.0926176580800145,0.05555555555555555,0.02564102564102564,0.02991452991452992,51722.63900000011,0.1752136752136751,0.607,0.3767605633802817,0.7713675213675214,0.007042253521126761,0.07042253521126761,0.00352112676056338,0.513,0.246,12,229,5.0,0.1793048086173602,33,P50448
3.97818750745931e-05,0.05092592592592592,0.02777777777777778,0.04629629629629629,24422.80320000001,0.2453703703703705,0.62,0.4328358208955224,0.7314814814814815,0.0,0.08955223880597014,0.02238805970149254,0.481,0.204,-7,266,2.4,0.0027426299341089,34,Q3T054
0.435971436460038,0.06896551724137931,0.03448275862068965,0.02758620689655172,15859.02499999999,0.1310344827586207,0.531,0.2857142857142857,0.8482758620689655,0.01298701298701299,0.1168831168831169,0.0,0.221,0.0,12,229,5.0,0.789932887527112,33,P02081
3.97818750745931e-05,0.03251121076233184,0.03026905829596413,0.04932735426008968,102979.2159000006,0.2522421524663678,0.599,0.2771535580524345,0.8340807174887892,0.005617977528089887,0.1310861423220974,0.02247191011235955,0.283,0.011,39,282,5.0,0.0009251265068605,27,Q3B7N2
0.683453328941734,0.02641509433962264,0.01886792452830189,0.01509433962264151,30275.95000000002,0.2075471698113207,0.97,0.4357976653696498,0.5773584905660377,0.0,0.1050583657587549,0.02334630350194553,0.181,0.0,-3,609,5.0,1.272320371055235,31,P15497
0.0178769641842136,0.01265822784810127,0.01265822784810127,0.01265822784810127,35979.43230000007,0.1962025316455696,0.937,0.4425675675675675,0.5854430379746836,0.003378378378378379,0.125,0.01351351351351351,0.206,0.0,-11,316,5.0,5.745205224748716,23,Q03247
0.0211424450467587,0.03554119547657512,0.05169628432956382,0.0420032310177706,68709.20260000016,0.2988691437802908,0.813,0.3697813121272366,0.6995153473344103,0.005964214711729622,0.06958250497017893,0.01988071570576541,0.703,0.221,-63,221,4.0,0.0386072792461825,17,P01045
0.0576825952466804,0.06557377049180328,0.01639344262295082,0.04918032786885246,21068.4104,0.2896174863387978,0.617,0.2831858407079646,0.825136612021858,0.03539823008849557,0.09734513274336283,0.008849557522123894,0.47,0.393,-11,316,5.0,0.0349124573932484,23,P18902
3.97818750745931e-05,0.02649006622516556,0.02649006622516556,0.04635761589403974,16319.8118,0.2251655629139072,0.57,0.4186046511627907,0.7615894039735099,0.01162790697674419,0.03488372093023256,0.0,0.669,0.272,-12,271,5.0,0.0526918828588972,24,O62644
0.000535955882992991,0.02459016393442623,0.03005464480874317,0.06284153005464481,40001.23080000001,0.2459016393442623,0.798,0.3664383561643836,0.7076502732240437,0.00684931506849315,0.07191780821917808,0.02054794520547945,0.757,0.128,-3,609,5.0,0.003318830790819,31,Q29423
3.97818750745931e-05,0.02356020942408377,0.02094240837696335,0.03664921465968586,42020.29000000004,0.162303664921466,0.733,0.45,0.6701570680628273,0.025,0.1107142857142857,0.01785714285714286,0.479,0.23,29,226,5.0,0.0285625166542789,21,Q0VCG9
0.0926176580800145,0.05555555555555555,0.02564102564102564,0.02991452991452992,51722.63900000011,0.1752136752136751,0.607,0.3767605633802817,0.7713675213675214,0.007042253521126761,0.07042253521126761,0.00352112676056338,0.513,0.246,-42,149,5.0,2.462590764033166,19,P50448
0.357467915843436,0.04831932773109244,0.02521008403361345,0.03361344537815126,51423.51240000007,0.09243697478991597,0.592,0.4148936170212766,0.7542016806722689,0.007092198581560284,0.07092198581560284,0.007092198581560284,0.481,0.229,-49,229,5.0,0.1979602390039251,20,P01017
0.00846517655191209,0.05932203389830509,0.01483050847457627,0.07627118644067797,52128.70890000001,0.1822033898305084,0.508,0.3666666666666666,0.8135593220338984,0.008333333333333333,0.0625,0.04166666666666666,0.506,0.189,29,226,5.0,0.0008429094665419,21,Q95M17
0.00384624157318387,0.04864864864864865,0.01981981981981982,0.03063063063063063,62126.16340000023,0.1495495495495496,0.596,0.3746223564954683,0.7765765765765765,0.006042296072507553,0.07854984894259819,0.02114803625377644,0.479,0.205,29,226,5.0,0.5286737220974123,21,A7E3W2
3.97818750745931e-05,0.02917341977309562,0.02755267423014587,0.0226904376012966,69256.64410000024,0.2722852512155591,0.703,0.3248847926267281,0.7714748784440842,0.0,0.119815668202765,0.009216589861751152,0.571,0.201,-3,609,5.0,0.016841496057916,31,Q9N179
3.97818750745931e-05,0.0532319391634981,0.01140684410646388,0.0532319391634981,27931.0768,0.155893536121673,0.684,0.4722222222222222,0.6768060836501901,0.0,0.07222222222222222,0.02222222222222222,0.548,0.015,39,282,5.0,0.0073423366752238,22,P13135
0.00981991190345152,0.03571428571428571,0.01455026455026455,0.05687830687830688,82361.6344000004,0.3544973544973545,0.597,0.4390243902439024,0.7380952380952381,0.01330376940133038,0.05543237250554324,0.002217294900221729,0.706,0.204,-12,271,5.0,0.0033708697781869,25,P35445
3.97818750745931e-05,0.02356020942408377,0.02094240837696335,0.03664921465968586,42020.29000000004,0.162303664921466,0.733,0.45,0.6701570680628273,0.025,0.1107142857142857,0.01785714285714286,0.479,0.23,12,291,5.0,0.0078724172168216,32,Q0VCG9
0.000737817047440535,0.03267973856209151,0.04411764705882353,0.02777777777777778,67159.63620000028,0.2630718954248366,0.658,0.43424317617866,0.7140522875816994,0.01240694789081886,0.06699751861042183,0.009925558312655087,0.67,0.27,-12,271,5.0,0.6316618442732428,24,P98140
