Abundance_Controls,frac_aa_A,frac_aa_E,molecular_weight,secondary_structure_fraction_disordered,fraction_buried,asa_sum,fraction_exposed_exposed_F,fraction_exposed_exposed_G,fraction_exposed_exposed_H,fraction_exposed_exposed_L,fraction_exposed_exposed_Y,nsp_secondary_structure_coil,nsp_secondary_structure_helix,Zeta Potential,Dh_functionalized,NP_incubation Concentration (mg/mL),Abundance,NPUNID,Entry
0.000580742987462665,0.03389830508474576,0.05084745762711865,13676.50559999999,0.1864406779661018,0.28,10592.765,0.02352941176470588,0.05882352941176471,0.03529411764705882,0.1176470588235294,0.05882352941176471,0.61,0.0,-63,221,4.0,0.0391850426997627,17,P01888
0.0226676301544914,0.04328018223234624,0.08200455580865604,51113.35570000009,0.2391799544419134,0.162,38821.97,0.05706521739130434,0.02717391304347826,0.02445652173913044,0.08152173913043478,0.01902173913043478,0.574,0.38,-11,316,5.0,0.1258120030026079,30,P17697
3.97818750745931e-05,0.05389221556886228,0.02395209580838323,18450.25399999999,0.2395209580838323,0.15,15602.235,0.01408450704225352,0.04929577464788732,0.04225352112676056,0.1197183098591549,0.04225352112676056,0.689,0.048,-12,271,5.0,0.0555839974635536,24,P39873
0.232006736352292,0.05256241787122207,0.0657030223390276,85365.36060000042,0.2522996057818659,0.41,50115.181,0.008908685968819599,0.1002227171492205,0.0178173719376392,0.04231625835189309,0.0289532293986637,0.568,0.191,-3,609,5.0,0.0506866480162993,31,P81187
0.0211424450467587,0.04846526655896607,0.05815831987075929,68709.20260000016,0.2988691437802908,0.187,54833.774,0.01988071570576541,0.07554671968190854,0.06163021868787277,0.05566600397614314,0.01988071570576541,0.703,0.076,-42,149,5.0,0.1174156904138266,19,P01045
0.000737817047440535,0.08823529411764706,0.04901960784313725,67159.63620000028,0.2630718954248366,0.342,44958.099,0.01985111662531017,0.08188585607940446,0.04466501240694789,0.08188585607940446,0.009925558312655087,0.67,0.06,-42,151,5.0,0.2859283821005963,28,P98140
0.0849784551931533,0.0673076923076923,0.0625,46228.37250000003,0.1658653846153848,0.421,27726.826,0.01659751037344398,0.07468879668049792,0.008298755186721992,0.05394190871369295,0.01244813278008299,0.464,0.267,-42,151,5.0,3.066638478565883,28,Q95121
0.00193448256363617,0.09237536656891496,0.0469208211143695,129061.9843000009,0.1510263929618769,0.087,128050.738,0.01445783132530121,0.2867469879518073,0.007228915662650603,0.03855421686746988,0.005622489959839358,0.917,0.023,-12,271,5.0,0.010724246991726,25,P02465
3.97818750745931e-05,0.09887005649717515,0.05649717514124294,78055.51820000044,0.2330508474576271,0.49,40984.651,0.0110803324099723,0.08310249307479224,0.0110803324099723,0.05817174515235457,0.00554016620498615,0.497,0.338,-12,271,5.0,0.0190450679757301,24,P24627
3.97818750745931e-05,0.09803921568627451,0.1137254901960784,29173.57520000003,0.2039215686274509,0.412,18336.689,0.006666666666666667,0.05333333333333334,0.006666666666666667,0.04,0.02666666666666667,0.224,0.776,39,282,5.0,0.042226693213958,22,P62261
3.97818750745931e-05,0.06451612903225806,0.06451612903225806,17599.87179999999,0.2387096774193549,0.226,13498.605,0.0,0.03333333333333333,0.008333333333333333,0.1,0.0,0.671,0.11,-3,609,5.0,0.0089226362224227,31,P22226
3.97818750745931e-05,0.05192878338278932,0.03264094955489615,65545.36509999991,0.1335311572700296,0.093,66566.21,0.01309328968903437,0.2700490998363339,0.01309328968903437,0.05073649754500818,0.01963993453355155,0.899,0.0,-11,316,5.0,0.0164145777429311,30,P23206
3.97818750745931e-05,0.0650759219088937,0.06724511930585683,50978.62590000009,0.2321041214750542,0.44,30257.769,0.0,0.09302325581395349,0.007751937984496124,0.05813953488372093,0.007751937984496124,0.56,0.08,39,282,5.0,0.0034110055725448,22,Q92176
3.97818750745931e-05,0.06422018348623854,0.04587155963302753,61075.80790000004,0.1394495412844037,0.53,30788.039,0.0234375,0.078125,0.02734375,0.0625,0.00390625,0.492,0.306,-49,218,5.0,0.0016194222880448,26,Q9MYY0
0.000196820051576531,0.09652509652509653,0.04247104247104247,27877.77310000001,0.2046332046332047,0.432,17118.932,0.0,0.108843537414966,0.04081632653061224,0.09523809523809523,0.0,0.622,0.081,-12,271,5.0,0.038557660116877,25,Q3T0A3
3.97818750745931e-05,0.0650759219088937,0.06724511930585683,50978.62590000009,0.2321041214750542,0.44,30257.769,0.0,0.09302325581395349,0.007751937984496124,0.05813953488372093,0.007751937984496124,0.56,0.08,-12,271,5.0,0.0053994956695925,24,Q92176
3.97818750745931e-05,0.07835820895522388,0.08208955223880597,30112.8877,0.2201492537313433,0.231,25183.398,0.01941747572815534,0.07281553398058252,0.01456310679611651,0.04368932038834952,0.02427184466019417,0.563,0.437,-49,229,5.0,0.0144020380763907,20,Q3ZBD9
3.97818750745931e-05,0.0787037037037037,0.05555555555555555,24422.80320000001,0.2453703703703705,0.38,15259.259,0.02985074626865672,0.06716417910447761,0.02238805970149254,0.05970149253731343,0.02238805970149254,0.481,0.315,39,282,5.0,0.0150908216839194,27,Q3T054
3.97818750745931e-05,0.07692307692307693,0.06477732793522267,55135.68540000006,0.2429149797570849,0.49,29613.819,0.01587301587301587,0.07539682539682539,0.02380952380952381,0.01587301587301587,0.03968253968253968,0.429,0.441,-63,221,4.0,0.0077434953310269,18,P12378
0.000910434757046537,0.04480286738351254,0.05376344086021505,62439.94680000014,0.2992831541218638,0.355,42687.811,0.02777777777777778,0.06388888888888888,0.03055555555555555,0.06111111111111111,0.03333333333333333,0.683,0.07,-7,266,2.4,0.0082763336028718,34,Q5E9Z2
0.00289136488628369,0.06619385342789598,0.06619385342789598,48821.12250000008,0.2104018912529552,0.513,25136.435,0.02427184466019417,0.03883495145631068,0.03883495145631068,0.04854368932038835,0.05825242718446602,0.499,0.345,-63,221,4.0,0.0154691103459113,17,Q2KIG3
0.0849784551931533,0.0673076923076923,0.0625,46228.37250000003,0.1658653846153848,0.421,27726.826,0.01659751037344398,0.07468879668049792,0.008298755186721992,0.05394190871369295,0.01244813278008299,0.464,0.267,-7,266,2.4,0.0041786757401097,34,Q95121
3.97818750745931e-05,0.05921052631578947,0.05263157894736842,87732.57910000053,0.218421052631579,0.518,44335.557,0.02185792349726776,0.06010928961748634,0.02185792349726776,0.0273224043715847,0.04098360655737705,0.507,0.159,-42,149,5.0,0.0243257559229444,19,A5D7B7
3.97818750745931e-05,0.08247422680412371,0.05498281786941581,31569.80610000002,0.2783505154639175,0.172,27103.53,0.02074688796680498,0.0954356846473029,0.03319502074688797,0.05809128630705394,0.02904564315352697,0.825,0.093,-49,229,5.0,0.0708963149215506,20,P20959
3.97818750745931e-05,0.08812260536398467,0.09961685823754789,29483.46910000001,0.2183908045977012,0.433,17833.142,0.02027027027027027,0.05405405405405406,0.02027027027027027,0.03378378378378379,0.06081081081081081,0.364,0.372,12,229,5.0,0.2109845158336418,33,Q3ZCK9
3.97818750745931e-05,0.05960264900662252,0.02649006622516556,16319.8118,0.2251655629139072,0.43,9414.482,0.01162790697674419,0.1395348837209302,0.01162790697674419,0.06976744186046512,0.0,0.669,0.06,-12,271,5.0,0.2074648716682541,25,O62644
0.0705612720230796,0.03802588996763754,0.08090614886731391,140372.5020000004,0.31957928802589,0.299,94990.947,0.01614763552479815,0.08304498269896193,0.03344867358708189,0.03690888119953864,0.02076124567474048,0.604,0.005,39,282,5.0,0.0338144086960836,27,Q28085
3.97818750745931e-05,0.07331378299120235,0.07624633431085044,38894.80550000005,0.2844574780058651,0.375,24229.418,0.0187793427230047,0.1032863849765258,0.03755868544600939,0.07981220657276995,0.004694835680751174,0.578,0.179,39,282,5.0,0.0051567186868543,22,Q2KJ33
0.000587102098073629,0.111731843575419,0.05027932960893855,19681.28899999999,0.23463687150838,0.078,18511.488,0.04848484848484848,0.06666666666666667,0.01212121212121212,0.09090909090909091,0.03636363636363636,0.855,0.145,-11,316,5.0,0.9509179479725632,23,P07456
0.0529479107062413,0.06622516556291391,0.05298013245033113,101235.4810000005,0.2284768211920529,0.412,58419.465,0.01125703564727955,0.07879924953095685,0.03564727954971857,0.05816135084427768,0.005628517823639775,0.509,0.17,-12,271,5.0,0.0303656519994112,25,Q0VCM5
0.31324465294298,0.0480295566502463,0.07142857142857142,91215.14390000046,0.291871921182266,0.36,58457.623,0.02115384615384616,0.0673076923076923,0.02115384615384616,0.03846153846153846,0.01923076923076923,0.659,0.076,-63,221,4.0,0.1659474931225869,17,P06868
0.000587102098073629,0.111731843575419,0.05027932960893855,19681.28899999999,0.23463687150838,0.078,18511.488,0.04848484848484848,0.06666666666666667,0.01212121212121212,0.09090909090909091,0.03636363636363636,0.855,0.145,-11,316,5.0,1.358551689963201,30,P07456
0.0162922245099207,0.04277643260694108,0.06012913640032284,272150.3713999994,0.2784503631961259,0.339,176322.047,0.01037851037851038,0.09218559218559219,0.02686202686202686,0.03601953601953602,0.01953601953601954,0.566,0.005,-42,149,5.0,0.4509118778682898,19,P07589
0.000910434757046537,0.04480286738351254,0.05376344086021505,62439.94680000014,0.2992831541218638,0.355,42687.811,0.02777777777777778,0.06388888888888888,0.03055555555555555,0.06111111111111111,0.03333333333333333,0.683,0.07,-63,221,4.0,0.1023943889073314,17,Q5E9Z2
0.00196619963362567,0.0642570281124498,0.07228915662650602,26470.62420000001,0.2168674698795181,0.221,22359.019,0.0154639175257732,0.154639175257732,0.0,0.06185567010309279,0.005154639175257732,0.707,0.145,39,282,5.0,0.0071824419036768,22,O02659
3.97818750745931e-05,0.06371191135734072,0.0443213296398892,41223.51950000002,0.1578947368421052,0.488,21533.861,0.02702702702702703,0.07567567567567568,0.04324324324324325,0.06486486486486487,0.03783783783783784,0.529,0.332,-12,271,5.0,0.0053411227434348,24,Q28120
0.596246802230273,0.07423580786026202,0.06441048034934498,101511.7029000006,0.1899563318777293,0.374,60338.811,0.02094240837696335,0.07155322862129145,0.02792321116928447,0.0593368237347295,0.008726003490401396,0.525,0.156,-11,316,5.0,0.3069724067612082,23,Q3T052
0.000492017508373055,0.05627705627705628,0.05627705627705628,52668.14810000005,0.2077922077922078,0.463,29483.555,0.01209677419354839,0.0846774193548387,0.04838709677419355,0.0564516129032258,0.04032258064516129,0.606,0.219,-49,229,5.0,0.0042792302967056,20,Q2KJ83
3.97818750745931e-05,0.1262135922330097,0.08737864077669903,12216.79389999999,0.174757281553398,0.058,11081.592,0.04123711340206185,0.02061855670103093,0.01030927835051546,0.1134020618556701,0.07216494845360824,0.689,0.311,-11,316,5.0,0.3982753524099496,23,P07507
3.97818750745931e-05,0.1013824884792627,0.07373271889400922,47325.56950000006,0.1912442396313364,0.599,21478.488,0.01149425287356322,0.09770114942528736,0.01724137931034483,0.02873563218390805,0.01724137931034483,0.415,0.41,-49,229,5.0,0.0944815480695949,20,Q9XSJ4
0.558849807109976,0.108843537414966,0.07482993197278912,15726.77829999999,0.1224489795918368,0.293,11732.493,0.04807692307692308,0.09615384615384616,0.01923076923076923,0.07692307692307693,0.01923076923076923,0.599,0.048,29,226,5.0,0.4720498551298639,21,O46375
3.97818750745931e-05,0.06134969325153374,0.08895705521472393,36987.82110000002,0.2576687116564418,0.19,32106.841,0.01893939393939394,0.06439393939393939,0.04166666666666666,0.03787878787878788,0.02272727272727273,0.632,0.368,-42,151,5.0,0.0223126255317786,28,Q3SZP2
0.0116183232355665,0.03846153846153846,0.0641025641025641,53339.32090000004,0.3055555555555556,0.284,36441.688,0.008955223880597015,0.08955223880597014,0.01492537313432836,0.0417910447761194,0.03582089552238806,0.607,0.276,-63,221,4.0,0.1069148170007789,18,P02676
0.123046694446659,0.0656,0.0848,70504.74120000022,0.2448,0.326,46468.512,0.02850356294536817,0.07125890736342043,0.01425178147268409,0.05938242280285035,0.02612826603325416,0.717,0.117,29,288,5.0,1.843024083395206,29,P00735
41.3441763917609,0.07907742998352553,0.09719934102141681,69292.68350000019,0.2751235584843492,0.443,38819.041,0.01183431952662722,0.01775147928994083,0.03550295857988166,0.03846153846153846,0.01183431952662722,0.285,0.71,-11,316,5.0,17.30363588882565,30,P02769
0.000234776389055394,0.09782608695652174,0.06521739130434782,10280.8229,0.1956521739130435,0.217,8285.978,0.02777777777777778,0.05555555555555555,0.01388888888888889,0.1111111111111111,0.01388888888888889,0.663,0.163,-12,271,5.0,0.0340364605238381,24,P82943
0.0207375675836061,0.103960396039604,0.07920792079207921,22144.0982,0.2277227722772277,0.272,17129.481,0.006802721088435374,0.07482993197278912,0.02040816326530612,0.09523809523809523,0.006802721088435374,0.564,0.248,29,288,5.0,0.471160357265871,29,Q2KIS7
0.0108748141281231,0.02950819672131148,0.07868852459016394,68885.73830000016,0.2540983606557378,0.252,48244.532,0.03070175438596491,0.07236842105263158,0.03070175438596491,0.05043859649122807,0.02631578947368421,0.611,0.069,-42,151,5.0,0.2144084653608836,28,Q28065
3.97818750745931e-05,0.08035714285714286,0.078125,49923.85210000008,0.2388392857142857,0.58,23225.668,0.0,0.09574468085106383,0.03723404255319149,0.01063829787234043,0.01595744680851064,0.393,0.449,-7,266,2.4,0.0413667750221998,34,P81948
0.435971436460038,0.103448275862069,0.06896551724137931,15859.02499999999,0.1310344827586207,0.469,9158.122,0.0,0.05194805194805195,0.03896103896103896,0.02597402597402598,0.0,0.221,0.779,-7,266,2.4,8.358142240105861,35,P02081
0.0642788147923911,0.04166666666666666,0.05416666666666667,26132.90710000002,0.1875,0.242,20659.028,0.01648351648351648,0.1593406593406593,0.03846153846153846,0.07692307692307693,0.04945054945054945,0.721,0.0,29,288,5.0,0.5589349962672083,29,Q3Y5Z3
0.0211424450467587,0.04846526655896607,0.05815831987075929,68709.20260000016,0.2988691437802908,0.187,54833.774,0.01988071570576541,0.07554671968190854,0.06163021868787277,0.05566600397614314,0.01988071570576541,0.703,0.076,12,291,5.0,0.0123442154446923,32,P01045
3.97818750745931e-05,0.09259259259259259,0.06481481481481481,47637.44550000001,0.2013888888888888,0.558,22665.974,0.02094240837696335,0.09424083769633508,0.03141361256544502,0.0418848167539267,0.03141361256544502,0.431,0.435,29,288,5.0,0.0042564964147159,29,Q3MHL4
0.0526721153550325,0.09439124487004104,0.06976744186046512,80729.70060000046,0.2216142270861834,0.458,44117.954,0.0101010101010101,0.1161616161616162,0.02272727272727273,0.0303030303030303,0.0101010101010101,0.469,0.259,-7,266,2.4,0.0019587859007847,34,Q3SX14
0.0163137072927938,0.03508771929824561,0.05555555555555555,38755.9688,0.08771929824561409,0.412,22985.49,0.01492537313432836,0.07462686567164178,0.02985074626865672,0.05472636815920398,0.06467661691542288,0.807,0.07,12,229,5.0,1.455879929915624,33,Q05443
0.000664434817410414,0.09145931405514458,0.05110961667787491,141826.8318000008,0.1882985877605918,0.127,133622.093,0.01386748844375963,0.2449922958397535,0.004622496147919877,0.0362095531587057,0.002311248073959939,0.915,0.017,-12,271,5.0,0.0106509605658144,25,P02459
0.000492017508373055,0.05627705627705628,0.05627705627705628,52668.14810000005,0.2077922077922078,0.463,29483.555,0.01209677419354839,0.0846774193548387,0.04838709677419355,0.0564516129032258,0.04032258064516129,0.606,0.219,-11,316,5.0,0.0027930095160269,23,Q2KJ83
0.000816585257705034,0.0960960960960961,0.04204204204204205,35867.67400000007,0.2372372372372372,0.592,17082.642,0.01470588235294118,0.125,0.04411764705882353,0.01470588235294118,0.007352941176470588,0.417,0.321,39,282,5.0,0.237461022268822,27,P10096
3.97818750745931e-05,0.0945273631840796,0.05472636815920398,22896.04190000001,0.164179104477612,0.537,11710.87,0.01075268817204301,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.04301075268817205,0.323,0.333,39,282,5.0,0.0774751499211679,27,Q5E9K0
0.0184262933668031,0.04444444444444445,0.04273504273504274,129532.6465000004,0.3384615384615385,0.404,78014.325,0.01004304160688666,0.08608321377331421,0.02582496413199426,0.04447632711621234,0.02008608321377331,0.666,0.085,-12,271,5.0,1.346091642247637,25,Q28178
0.000910434757046537,0.04480286738351254,0.05376344086021505,62439.94680000014,0.2992831541218638,0.355,42687.811,0.02777777777777778,0.06388888888888888,0.03055555555555555,0.06111111111111111,0.03333333333333333,0.683,0.07,-42,151,5.0,0.3632538552758171,28,Q5E9Z2
1.1402473564159,0.0891089108910891,0.09900990099009901,23182.16680000001,0.2227722772277226,0.351,15140.26,0.01526717557251908,0.03816793893129771,0.03053435114503817,0.07633587786259542,0.02290076335877863,0.475,0.158,-11,316,5.0,0.0544594212335093,30,Q3SZR3
3.33316194420297,0.06556291390728476,0.076158940397351,167574.0426999998,0.1894039735099338,0.426,96761.618,0.01963048498845266,0.05773672055427252,0.02771362586605081,0.03926096997690531,0.01847575057736721,0.495,0.134,-11,316,5.0,0.774861245023611,23,Q7SIH1
3.33316194420297,0.06556291390728476,0.076158940397351,167574.0426999998,0.1894039735099338,0.426,96761.618,0.01963048498845266,0.05773672055427252,0.02771362586605081,0.03926096997690531,0.01847575057736721,0.495,0.134,-11,316,5.0,1.158212270245125,30,Q7SIH1
1.10549893907533,0.05900060204695966,0.06742925948223961,187250.9547999997,0.2444310656231186,0.418,106693.924,0.01344364012409514,0.06514994829369183,0.02481902792140641,0.05067218200620476,0.01861427094105481,0.477,0.178,-12,271,5.0,0.2578782183347901,25,Q2UVX4
0.0207375675836061,0.103960396039604,0.07920792079207921,22144.0982,0.2277227722772277,0.272,17129.481,0.006802721088435374,0.07482993197278912,0.02040816326530612,0.09523809523809523,0.006802721088435374,0.564,0.248,-42,149,5.0,4.059214573309323,19,Q2KIS7
3.97818750745931e-05,0.08130081300813008,0.07317073170731707,27399.15160000003,0.2845528455284554,0.484,15442.613,0.03149606299212598,0.05511811023622047,0.01574803149606299,0.007874015748031496,0.07086614173228346,0.37,0.358,12,229,5.0,0.2368729277145254,33,Q2YDE4
10.4013051030226,0.08522727272727272,0.0625,77752.37030000037,0.265625,0.499,41394.128,0.0084985835694051,0.07932011331444759,0.0226628895184136,0.0226628895184136,0.0084985835694051,0.501,0.341,-42,151,5.0,1.00141120860695,28,Q29443
3.97818750745931e-05,0.07317073170731707,0.04878048780487805,22992.7255,0.2292682926829268,0.527,11475.877,0.03092783505154639,0.05154639175257732,0.01030927835051546,0.04123711340206185,0.04123711340206185,0.332,0.322,39,282,5.0,0.0167523537571355,22,P33672
0.000587102098073629,0.111731843575419,0.05027932960893855,19681.28899999999,0.23463687150838,0.078,18511.488,0.04848484848484848,0.06666666666666667,0.01212121212121212,0.09090909090909091,0.03636363636363636,0.855,0.145,-49,218,5.0,0.19250639758984,26,P07456
3.97818750745931e-05,0.05263157894736842,0.04605263157894737,17718.44799999999,0.3355263157894737,0.303,11854.309,0.01886792452830189,0.1132075471698113,0.04716981132075472,0.02830188679245283,0.009433962264150943,0.539,0.461,-7,266,2.4,0.006914518399808,34,Q3T0R1
3.00508221488159,0.06393442622950819,0.08852459016393442,68586.93790000016,0.2426229508196721,0.449,37796.886,0.01785714285714286,0.04761904761904762,0.03571428571428571,0.03273809523809524,0.0119047619047619,0.351,0.648,-63,221,4.0,0.1555619913325537,18,Q3SZ57
10.4013051030226,0.08522727272727272,0.0625,77752.37030000037,0.265625,0.499,41394.128,0.0084985835694051,0.07932011331444759,0.0226628895184136,0.0226628895184136,0.0084985835694051,0.501,0.341,-7,266,2.4,0.1205915361138235,34,Q29443
0.0178769641842136,0.1075949367088608,0.1170886075949367,35979.43230000007,0.1962025316455696,0.063,30545.063,0.01013513513513514,0.05743243243243244,0.01351351351351351,0.1148648648648649,0.01351351351351351,0.206,0.794,-12,271,5.0,16.66237546356966,25,Q03247
0.232006736352292,0.05256241787122207,0.0657030223390276,85365.36060000042,0.2522996057818659,0.41,50115.181,0.008908685968819599,0.1002227171492205,0.0178173719376392,0.04231625835189309,0.0289532293986637,0.568,0.191,29,226,5.0,0.0390932319687839,21,P81187
0.000279897907940283,0.04040404040404041,0.06060606060606061,22744.2238,0.2373737373737373,0.389,13128.277,0.01652892561983471,0.05785123966942149,0.008264462809917356,0.04132231404958678,0.03305785123966942,0.581,0.03,-12,271,5.0,0.3006800625206861,25,P12260
0.00142413689453484,0.06024096385542169,0.05421686746987952,36597.21340000002,0.1716867469879517,0.524,19664.311,0.0189873417721519,0.0759493670886076,0.0379746835443038,0.06329113924050633,0.03164556962025317,0.352,0.455,-12,271,5.0,0.0028365638845623,24,P19858
3.97818750745931e-05,0.05192878338278932,0.03264094955489615,65545.36509999991,0.1335311572700296,0.093,66566.21,0.01309328968903437,0.2700490998363339,0.01309328968903437,0.05073649754500818,0.01963993453355155,0.899,0.0,12,229,5.0,0.0677854619952793,33,P23206
0.558849807109976,0.108843537414966,0.07482993197278912,15726.77829999999,0.1224489795918368,0.293,11732.493,0.04807692307692308,0.09615384615384616,0.01923076923076923,0.07692307692307693,0.01923076923076923,0.599,0.048,12,229,5.0,0.3231273606804055,33,O46375
3.97818750745931e-05,0.04918032786885246,0.02868852459016394,25801.74309999999,0.209016393442623,0.238,20737.47,0.02150537634408602,0.1612903225806452,0.01612903225806452,0.03763440860215054,0.01075268817204301,0.73,0.0,29,226,5.0,0.0489375802936731,21,Q5E9E3
16.5585417852635,0.09749303621169916,0.05013927576601671,38418.33300000009,0.2284122562674096,0.203,28635.147,0.03146853146853147,0.06293706293706294,0.03496503496503497,0.07692307692307693,0.01398601398601399,0.624,0.12,39,282,5.0,21.47377642976226,22,P12763
3.97818750745931e-05,0.06367041198501873,0.0749063670411985,60681.15210000006,0.194756554307116,0.39,37791.887,0.01533742331288344,0.08282208588957055,0.03374233128834356,0.03067484662576687,0.01533742331288344,0.468,0.442,-7,266,2.4,0.0011336257375559,35,Q5E9R3
3.97818750745931e-05,0.04332129963898917,0.09747292418772563,30969.10880000005,0.3249097472924187,0.0,29658.247,0.02527075812274368,0.01805054151624549,0.04332129963898917,0.06859205776173286,0.003610108303249098,0.993,0.0,-63,221,4.0,0.0048969507756792,17,P31098
0.0372600982963244,0.04065040650406504,0.06666666666666667,67011.37560000035,0.2845528455284553,0.07,57342.123,0.03496503496503497,0.1153846153846154,0.02447552447552448,0.05244755244755245,0.003496503496503497,0.761,0.193,29,226,5.0,0.0660740872133588,21,P02672
3.97818750745931e-05,0.08870967741935484,0.08870967741935484,27868.53010000002,0.2741935483870968,0.427,17129.808,0.02112676056338028,0.04225352112676056,0.02112676056338028,0.04225352112676056,0.0352112676056338,0.383,0.367,12,291,5.0,0.0198438350621552,32,Q3ZBG0
1.01916394421857,0.05426356589147287,0.06718346253229975,42662.82150000007,0.2015503875968992,0.196,33661.622,0.03215434083601286,0.05466237942122187,0.01286173633440514,0.07395498392282958,0.02572347266881029,0.656,0.096,-7,266,2.4,0.0618744252258177,34,Q58D62
3.97818750745931e-05,0.08247422680412371,0.05498281786941581,31569.80610000002,0.2783505154639175,0.172,27103.53,0.02074688796680498,0.0954356846473029,0.03319502074688797,0.05809128630705394,0.02904564315352697,0.825,0.093,-12,271,5.0,0.0631004125231266,24,P20959
3.97818750745931e-05,0.05204460966542751,0.08674101610904585,90975.52810000065,0.3011152416356877,0.321,57141.416,0.01824817518248175,0.06021897810218978,0.0145985401459854,0.05474452554744526,0.01094890510948905,0.69,0.032,-63,221,4.0,0.0071004946411407,18,Q9GLX9
3.97818750745931e-05,0.0784313725490196,0.04313725490196078,28557.84620000001,0.1450980392156862,0.408,16672.421,0.05960264900662252,0.1059602649006623,0.006622516556291391,0.1390728476821192,0.04635761589403974,0.702,0.086,12,291,5.0,0.0581998273851837,32,P55918
0.00715494513673731,0.06878306878306878,0.08994708994708994,21401.34720000002,0.1322751322751323,0.328,14766.408,0.04724409448818898,0.06299212598425197,0.02362204724409449,0.08661417322834646,0.01574803149606299,0.534,0.116,-12,271,5.0,0.1599958666779576,24,Q32KY0
3.97818750745931e-05,0.07253886010362694,0.1321243523316062,43985.10680000007,0.2720207253886011,0.212,35418.099,0.01644736842105263,0.05263157894736842,0.01973684210526316,0.03289473684210526,0.009868421052631578,0.645,0.269,29,288,5.0,0.0055519457996758,29,Q2TA40
3.97818750745931e-05,0.05555555555555555,0.05092592592592592,23743.2241,0.263888888888889,0.366,16333.108,0.0291970802919708,0.1240875912408759,0.0,0.072992700729927,0.0145985401459854,0.63,0.106,-11,316,5.0,0.0506847206083295,30,P80311
